Filename,Total PnL,Max Drawdown,Max Drawdown Percentage,31M Monthly PnL,11M Monthly PnL,Daily 3M PnL ,min pnl ,Max Investment,ROI % ,ROI with DD,Max Drawdown Date,Time to Recover,Peak Date Before Max Drawdown,Total Trades,No. of Winners,No. of Losers,Win %,Loss %,Max Profit,Max Loss,Median PnL,Median Profit,Median Loss,SD,SD Profit,SD Loss,Last 15 Months Max Drawdown,Last 15 Months Max Drawdown Percentage,Last 15 Months Max Drawdown Date,Last 15 Months Time to Recover,Last 15 Months Peak Date Before Max Drawdown,Sortino Ratio,Dmonthly11_PnL_Ratio,Max_Drawdown_Ratio,Dmonthly11_PnL_Z,Max_Drawdown_Z,Win%_Z,Sortino_Ratio_Z,Final_Z_Score
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,1_lots_1_exit_full_Friday.csv",25498.981250000004,4046.031249999998,26.047561701334896,637.4745312500004,840.5722656249999,1496.0484375,637.4745312500004,45000,56.66440277777781,51.989897245763395,2024-01-19,196,2023-09-01,159,105,54,66.0377358490566,33.9622641509434,2430.9875,-2196.2250000000004,351.43750000000006,489.6375,-552.20625,695.5823595493259,359.6703814708372,435.48256505343363,4046.0312500000014,116.15115897277646,2024-01-19,196,2023-09-01,1.1538338651705762,0.018679383680555554,0.08991180555555552,0.7785237934422425,0.15314431704211007,0.4210526315789471,1.0,2.835905792189606
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_1_exit_full_Friday.csv",24666.156250000004,5373.293750000001,384.07589247821033,616.6539062499999,1077.7917968750003,1229.9921875000002,616.6539062499999,45000,54.81368055555554,48.96673299232097,2022-05-13,378,2021-10-22,159,104,55,65.40880503144655,34.59119496855346,4012.5500000000006,-2239.15,325.475,469.9125,-534.5,725.4149768538431,463.4450451402477,422.5231137820535,3300.743750000001,105.57966769890191,2024-01-19,182,2023-09-01,1.1399468822868886,0.02395092881944445,0.1194065277777778,1.0,0.3620574741873778,0.39473684210526333,0.9873329757162473,2.822643922581501
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_1_exit_full_Friday.csv",22369.918749999997,4901.193750000003,625.7608643610657,559.2479687499998,1056.2683593749998,940.4140625000006,559.2479687499998,45000,49.710930555555535,44.828424069514355,2022-08-26,469,2021-07-09,159,107,52,67.29559748427673,32.704402515723274,3764.8250000000007,-2259.3500000000004,303.175,423.36250000000007,-550.6406250000001,684.210957369935,419.6261123324096,422.22754459442757,2972.4812500000003,111.26715749923379,2023-12-22,161,2023-09-01,1.0047851547854678,0.02347263020833333,0.10891541666666674,0.9799049881581661,0.2877482086967305,0.47368421052631554,0.8640450809421002,2.7930439656666937
"NIFTY_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_1_exit_full_Friday.csv",18487.4625,5219.581250000001,653.2386874731119,462.18656250000015,902.6273437500001,821.0281249999998,462.18656250000015,45000,41.083250000000014,36.81325498905868,2022-04-29,490,2021-07-09,162,110,52,67.90123456790124,32.098765432098766,3429.725000000001,-2501.0375,254.521875,358.103125,-531.1562500000001,612.9794375925645,376.81236820762683,420.37471615976006,2440.0,105.44824959687114,2023-12-22,161,2023-09-01,0.7783212213354319,0.02005838541666667,0.11599069444444447,0.8364605207780963,0.3378628904726328,0.4990253411306045,0.6574757945512174,2.4055860954219828
"NIFTY_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_1_exit_full_Friday.csv",19919.1625,5829.8125,591.3975767643273,497.9790625000002,897.6828125000002,1109.096875,497.9790625000002,45000,44.264805555555576,39.18795195240981,2022-05-13,490,2021-07-09,162,106,56,65.4320987654321,34.5679012345679,3505.475000000001,-2492.2,276.00625,408.25625,-534.6781249999999,651.011536437012,406.07698290044254,431.0641752404513,3162.35625,116.90429816109959,2024-01-19,196,2023-09-01,0.8420534188384529,0.019948506944444448,0.1295513888888889,0.8318441385658653,0.43391422698383736,0.39571150097465885,0.7156091774601847,2.311394839529542
"NIFTY_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,1_lots_1_exit_full_Friday.csv",18484.700000000004,4345.0,265.99021284573564,462.1175000000002,548.0921874999998,1342.1906249999997,462.1175000000002,45000,41.07711111111112,37.46012767250989,2022-05-13,336,2021-10-22,162,107,55,66.04938271604938,33.95061728395062,2209.61875,-2460.6375,304.63125,429.64375,-581.7562499999999,659.5165757238599,319.6549111340296,507.59443874183165,3978.7562500000004,130.2724338969732,2024-01-19,203,2023-09-01,0.6444465798538345,0.012179826388888884,0.09655555555555556,0.5054544645572858,0.20020245772662018,0.42153996101364494,0.5353619164806936,2.0513839038181816
"NIFTY_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_4_exit_3_4th_Friday.csv",71719.1125,16474.799999999996,37.88516573667707,1792.9778125000007,2230.4664062499996,1419.3281249999982,1792.9778125000007,180000,39.8439513888889,36.50295737672211,2024-01-19,217,2023-09-01,162,107,55,66.04938271604938,33.95061728395062,14021.900000000003,-12953.95,1104.025,1621.2499999999995,-2039.0999999999997,2820.7055114692803,1618.2342868280405,2341.811913035061,16474.8,221.0047622241599,2024-01-19,217,2023-09-01,0.5350463056087633,0.01239148003472222,0.09152666666666665,0.5143467808228669,0.1645824899644222,0.42153996101364494,0.43557235512541,1.996106626490677
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,3_lots_1_exit_full_Friday.csv",13602.79375,4222.2562499999985,0.0,340.0698437499999,554.537890625,228.0484375000001,340.0698437499999,45000,30.22843055555555,27.63545352515205,2022-02-11,511,2021-06-11,159,99,60,62.264150943396224,37.735849056603776,1320.4500000000005,-1436.2000000000005,272.73124999999993,394.93125,-419.553125,533.0304432057252,226.23863186484408,339.76632183052664,2023.5250000000005,19.931629003929515,2024-08-02,,2024-07-12,0.6035614202289525,0.012323064236111111,0.09382791666666664,0.5114723917878141,0.18088240285250914,0.2631578947368419,0.4980684803073238,1.9602374166110499
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_4_exit_3_4th_Friday.csv",89296.87499999999,22435.637500000004,40.05161396857418,2232.421874999999,2631.33203125,2003.2781249999998,2232.421874999999,180000,49.60937499999998,44.11124251776073,2024-01-19,217,2023-09-01,159,105,54,66.0377358490566,33.9622641509434,16050.200000000004,-12818.725000000002,1301.9,1837.975,-2191.9,3227.825717394674,1847.7771219013207,2733.9013993798417,22435.6375,254.33626186764914,2024-01-19,217,2023-09-01,0.6190500781717689,0.014618511284722222,0.12464243055555559,0.6079122194448232,0.39914373564018424,0.4210526315789471,0.5121964739779183,1.9314912735720307
"NIFTY_candle_5T_short_0_long_0,5_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_1_exit_full_Friday.csv",12011.4,5028.381249999999,929.0419057956789,300.28500000000014,662.6121093750002,606.0328124999999,300.28500000000014,45000,26.69200000000001,24.00917179386051,2022-04-29,567,2021-07-09,162,109,53,67.28395061728395,32.71604938271605,2660.4437500000004,-1886.718750000001,194.17187499999994,272.33125000000007,-394.4,467.60372525440533,278.1703665537124,343.01673392290877,1998.6687500000005,119.06272455479981,2023-12-22,161,2023-09-01,0.48185695814230145,0.01472471354166667,0.11174180555555555,0.612374150885457,0.30776771664968855,0.4731968810916178,0.3870556426301382,1.9282605174117153
