type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,80600.0,0.5547737298917169,2025-05-06 10:15:00,2025-05-06,75.8,2025-05-06 15:20:00,49.4,Final Expiry Exit,26.4
PE,80500.0,-0.24409412742640946,2025-05-06 10:15:00,2025-05-06,66.3,2025-05-06 15:20:00,0.85,Final Expiry Exit,65.45
PE,80500.0,-0.31067960246530746,2025-05-06 11:00:00,2025-05-06,26.65,2025-05-06 15:20:00,0.85,Final Expiry Exit,25.799999999999997
PE,81900.0,-0.5628165133788569,2025-05-20 10:50:00,2025-05-20,88.85,2025-05-20 11:40:00,225.2,Exit for Delta Adjustment,-136.35
CE,82300.0,0.06376608757907617,2025-05-20 11:40:00,2025-05-20,34.75,2025-05-20 12:55:00,13.0,Exit for Delta Adjustment,21.75
CE,82000.0,0.12633325730181982,2025-05-20 10:15:00,2025-05-20,106.0,2025-05-20 13:00:00,26.65,Exit for Delta Adjustment,79.35
PE,81800.0,-0.7045714402019403,2025-05-20 10:15:00,2025-05-20,106.15,2025-05-20 13:10:00,393.85,Exit Max Delta Leg,-287.70000000000005
PE,81700.0,-0.9151733953310346,2025-05-20 13:10:00,2025-05-20,308.35,2025-05-20 14:30:00,446.05,Exit Max Delta Leg,-137.7
CE,81600.0,0.06017446389468718,2025-05-20 12:55:00,2025-05-20,114.7,2025-05-20 15:20:00,0.35,Final Expiry Exit,114.35000000000001
CE,81700.0,0.047557245224626135,2025-05-20 13:00:00,2025-05-20,71.95,2025-05-20 15:20:00,0.35,Final Expiry Exit,71.60000000000001
PE,81000.0,-0.10773170911931332,2025-05-20 14:30:00,2025-05-20,12.45,2025-05-20 15:20:00,0.2,Final Expiry Exit,12.25
CE,81600.0,0.7026593917138841,2025-05-27 10:15:00,2025-05-27,207.9,2025-05-27 11:30:00,849.8,Exit Max Delta Leg,-641.9
PE,81300.0,-0.48791700752673656,2025-05-27 11:05:00,2025-05-27,195.45,2025-05-27 14:00:00,244.0,Exit for Delta Adjustment,-48.55000000000001
PE,81200.0,-0.4202648244716618,2025-05-27 10:15:00,2025-05-27,214.45,2025-05-27 15:20:00,0.25,Final Expiry Exit,214.2
