type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,80500.0,0.7239681324599927,2025-05-06 11:45:00,2025-05-06,116.1,2025-05-06 12:20:00,158.2,Exit Max Delta Leg,-42.099999999999994
PE,80500.0,-0.22589918013505972,2025-05-06 11:45:00,2025-05-06,37.15,2025-05-06 15:20:00,0.85,Final Expiry Exit,36.3
PE,80400.0,-0.13618305702102118,2025-05-06 11:45:00,2025-05-06,24.0,2025-05-06 15:20:00,0.55,Final Expiry Exit,23.45
CE,80700.0,0.3620822371560809,2025-05-06 12:20:00,2025-05-06,25.65,2025-05-06 15:20:00,0.25,Final Expiry Exit,25.4
PE,81800.0,-0.7007626953442823,2025-05-13 11:45:00,2025-05-13,437.6,2025-05-13 12:35:00,512.15,Exit Max Delta Leg,-74.54999999999995
CE,81800.0,0.04332298181794773,2025-05-13 11:45:00,2025-05-13,326.25,2025-05-13 15:20:00,0.35,Final Expiry Exit,325.9
PE,81100.0,-0.49606796181560686,2025-05-13 12:35:00,2025-05-13,72.9,2025-05-13 15:20:00,2.2,Final Expiry Exit,70.7
CE,81100.0,0.4527449799976591,2025-05-13 14:20:00,2025-05-13,66.7,2025-05-13 15:20:00,43.65,Final Expiry Exit,23.050000000000004
PE,81800.0,-0.733634049381137,2025-05-20 11:45:00,2025-05-20,197.4,2025-05-20 13:20:00,447.6,Exit Max Delta Leg,-250.20000000000002
CE,81800.0,0.13207145016750055,2025-05-20 11:45:00,2025-05-20,143.75,2025-05-20 15:20:00,0.3,Final Expiry Exit,143.45
CE,81800.0,0.13207145016750055,2025-05-20 12:50:00,2025-05-20,63.6,2025-05-20 15:20:00,0.3,Final Expiry Exit,63.300000000000004
PE,81200.0,-0.2641429003350011,2025-05-20 13:20:00,2025-05-20,69.75,2025-05-20 15:20:00,13.0,Final Expiry Exit,56.75
PE,82100.0,-0.7720564326791682,2025-05-27 11:45:00,2025-05-27,393.3,2025-05-27 14:00:00,919.4,Exit Max Delta Leg,-526.0999999999999
