Filename,Total PnL,Max Drawdown,Max Drawdown Percentage,All Monthly PnL,12M Monthly PnL,Daily 4M PnL ,min pnl ,Max Investment,ROI % ,ROI with DD,Max Drawdown Date,Time to Recover,Peak Date Before Max Drawdown,Total Trades,No. of Winners,No. of Losers,Win %,Loss %,Max Profit,Max Loss,Median PnL,Median Profit,Median Loss,SD,SD Profit,SD Loss,Last 15 Months Max Drawdown,Last 15 Months Max Drawdown Percentage,Last 15 Months Max Drawdown Date,Last 15 Months Time to Recover,Last 15 Months Peak Date Before Max Drawdown,Sortino Ratio,Dmonthly12_PnL_Ratio,Max_Drawdown_Ratio,Dmonthly12_PnL_Z,Max_Drawdown_Z,Win%_Z,Sortino_Ratio_Z,Final_Z_Score
"SENSEX_candle_5T_short_0_long_1000_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,2_lots_1_exit_full_DTE1.csv",22014.81,16029.775,86.61091539783227,1572.4864285714286,2136.155,4022.3737499999997,1572.4864285714286,90000,24.4609,20.762856471212924,2025-04-11,140,2025-03-10,60,33,27,55.0,45.0,5051.08,-5639.655,1203.02,1849.225,-1433.54,2282.615622306134,954.8233502714661,1338.9156769490696,16029.775,86.61091539783227,2025-04-11,140,2025-03-10,0.9727919771164002,0.023735055555555558,0.17810861111111112,1.0,0.14136522484583014,0.5357142857142856,1.0,3.1264919180113124
"SENSEX_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,2_lots_1_exit_full_DTE1.csv",18240.194999999996,12593.030000000004,81.05717146354098,1302.8710714285705,1795.4716666666661,3002.111249999999,1302.8710714285705,90000,20.266883333333322,17.779175641854028,2025-04-11,133,2025-03-10,60,33,27,55.0,45.0,3915.79,-5063.640000000001,919.865,1527.9800000000014,-1129.2099999999991,1844.5154051942761,795.8406315266166,1102.8060666859349,12593.030000000004,81.05717146354098,2025-04-11,133,2025-03-10,0.9365845025975175,0.019949685185185178,0.1399225555555556,0.9290267021365336,0.08876824167574149,0.5357142857142856,0.9886781938197902,3.096793797137725
"SENSEX_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,2_lots_1_exit_full_DTE1.csv",12833.709999999995,10696.31,98.77030106708729,916.6935714285711,1362.6445833333325,2572.3175,916.6935714285711,90000,14.259677777777773,12.74496553051447,2025-04-11,140,2025-03-10,60,33,27,55.0,45.0,3257.2,-3440.165,821.37,1319.0049999999997,-1179.815,1572.0449963659198,609.2802222423376,815.9795579169365,10696.31,98.77030106708729,2025-04-11,140,2025-03-10,0.7925364859378031,0.015140495370370361,0.11884788888888888,0.838857437886863,0.05974026610048901,0.5357142857142856,0.943635457563374,2.990609772206891
"SENSEX_candle_5T_short_0_long_0,5_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,2_lots_1_exit_full_DTE1.csv",12137.539999999995,10476.315000000002,85.30228638428846,866.9671428571427,1234.355833333333,1986.2362499999995,866.9671428571427,90000,13.48615555555555,12.08000114255782,2025-04-11,161,2025-03-10,60,33,27,55.0,45.0,3022.915,-4377.085000000002,600.5525,1058.145,-844.6300000000001,1422.773091849531,614.5336754080762,980.01695889416,10476.315000000002,85.30228638428846,2025-04-11,161,2025-03-10,0.6091396046153665,0.013715064814814812,0.11640350000000002,0.8121315174340034,0.056373396195243335,0.5357142857142856,0.8862886259497872,2.90990389004569
"SENSEX_candle_5T_short_0_long_1000_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,1_lots_1_exit_full_DTE1.csv",17214.160000000003,15793.434999999998,162.53958403444796,1229.5828571428574,1697.386666666667,4853.84875,1229.5828571428574,90000,19.12684444444445,16.271482252183233,2025-04-11,119,2025-03-10,60,31,29,51.666666666666664,48.333333333333336,5740.88,-5639.655,1053.6875,2090.675,-1428.86,2495.3885445916453,1093.872036676255,1470.983815263987,15793.434999999998,162.53958403444796,2025-04-11,119,2025-03-10,0.6523408668304402,0.018859851851851857,0.17548261111111108,0.9085930171281544,0.1377482061253784,0.4642857142857142,0.899797337176924,2.9027850053225572
"SENSEX_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,3_lots_1_exit_full_DTE1.csv",9043.18,8414.720000000001,147.08734639654605,645.9414285714284,1108.7979166666669,2409.2025,645.9414285714284,90000,10.047977777777776,9.18884898519246,2025-04-11,126,2025-03-10,60,33,27,55.0,45.0,2748.16,-4010.815,808.8900000000001,1133.8249999999998,-1167.325,1489.867480187776,538.8873518226267,829.6089184733619,8414.720000000001,147.08734639654605,2025-04-11,126,2025-03-10,0.4531549989400214,0.012319976851851855,0.09349688888888891,0.7859745013818544,0.02482212383766692,0.5357142857142856,0.8375134076828594,2.8665229280841897
"SENSEX_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,1_lots_1_exit_full_DTE1.csv",13382.094999999998,12406.180000000004,172.83050777802634,955.8639285714281,1370.7666666666667,3731.0787500000006,955.8639285714281,90000,14.868994444444438,13.067663494527379,2025-04-11,119,2025-03-10,60,31,29,51.666666666666664,48.333333333333336,4392.89,-5063.640000000001,860.515,1704.87,-1157.985,2053.757483445209,911.5431120282699,1266.5193250850116,12406.180000000004,172.83050777802634,2025-04-11,119,2025-03-10,0.5415345150974239,0.015230740740740741,0.1378464444444445,0.8405494814454616,0.08590863285829037,0.4642857142857142,0.8651490206476081,2.8519327263776364
"SENSEX_candle_5T_short_0_long_1000_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_1_exit_full_DTE1.csv",12191.550000000007,16871.55,160.65121084367462,870.8250000000002,1591.849166666667,3778.4587500000007,870.8250000000002,90000,13.54616666666667,11.407666493093819,2025-04-11,126,2025-03-24,60,34,26,56.666666666666664,43.333333333333336,5051.08,-7252.625000000001,1354.9575,1863.945,-1822.8724999999997,2534.846877689583,940.9371868253019,1499.069160432772,16871.55,160.65121084367462,2025-04-11,126,2025-03-24,0.40079871953776036,0.017687212962962967,0.18746166666666667,0.8866067803786837,0.154248003611203,0.5714285714285713,0.8211419911290706,2.839215053610837
"SENSEX_candle_5T_short_0_long_1000_entry_14,30_exit_15,00_premium_1st_week_short_sl_2,5_short_pt_0,3_lots_1_exit_full_DTE1.csv",12937.970000000003,16449.935,140.20528009205006,924.140714285714,1457.6874999999998,3651.4512499999996,924.140714285714,90000,14.37552222222222,12.154042179546659,2025-04-11,147,2025-03-10,60,33,27,55.0,45.0,4395.59,-6575.925,1093.3049999999998,1617.7099999999998,-1498.1800000000003,2229.137060370886,891.1671146633687,1359.973676004691,16449.935,140.20528009205006,2025-04-11,147,2025-03-10,0.48099512941120937,0.016196527777777775,0.18277705555555557,0.8586573769340601,0.1477954803488554,0.5357142857142856,0.8462188080294691,2.8249378474718165
"SENSEX_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_1_exit_full_DTE1.csv",6769.6699999999955,11774.894999999999,0.0,483.54785714285697,1158.6245833333335,2204.93,483.54785714285697,90000,7.521855555555553,6.65161089087834,2024-09-19,193,2024-07-04,60,35,25,58.333333333333336,41.666666666666664,2748.16,-4547.125000000001,922.4375,1164.75,-1345.265,1636.9621390679251,527.9897376314408,908.4909482908549,11774.894999999999,0.0,2024-09-19,193,2024-07-04,0.23505777085022658,0.012873606481481482,0.13083216666666664,0.7963547064252778,0.0762472566082253,0.6071428571428571,0.7693160374524128,2.7929949158408935
