Date,Daily PnL,File Path,File Name
2023-08-11,96.7,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-08-18,-59.168,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-08-25,-167.492,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-09-01,29704.609,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-09-08,-22.1,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-09-15,-55.156,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-09-22,-5.05,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-09-29,14.9,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-10-06,-14.1,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-10-13,-31.1,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-10-27,0.9500000000000002,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-11-03,-13.05,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-11-10,36.88,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-11-17,121.625,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
2023-11-24,8.9,"SENSEX_candle_5T_range_[50, 50]_delta_0,5_time_09,30.csv",pnl_threshold_-23386.58.csv
