Filename,Total PnL,Max Drawdown,Max Drawdown Percentage,31M Monthly PnL,11M Monthly PnL,Daily 3M PnL ,min pnl ,Max Investment,ROI % ,ROI with DD,Max Drawdown Date,Time to Recover,Peak Date Before Max Drawdown,Total Trades,No. of Winners,No. of Losers,Win %,Loss %,Max Profit,Max Loss,Median PnL,Median Profit,Median Loss,SD,SD Profit,SD Loss,Last 15 Months Max Drawdown,Last 15 Months Max Drawdown Percentage,Last 15 Months Max Drawdown Date,Last 15 Months Time to Recover,Last 15 Months Peak Date Before Max Drawdown,Sortino Ratio,Dmonthly11_PnL_Ratio,Max_Drawdown_Ratio,Dmonthly11_PnL_Z,Max_Drawdown_Z,Win%_Z,Sortino_Ratio_Z,Final_Z_Score
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_1_exit_full_Wednesday.csv",21951.38125,6644.200000000001,135.61494597456277,548.7845312499999,587.5875000000001,1828.0859375000002,548.7845312499999,45000,48.780847222222214,42.505027186015084,2022-03-16,210,2022-02-09,164,115,49,70.1219512195122,29.878048780487806,2258.9500000000007,-5898.106250000001,264.51250000000005,335.14375,-439.625,736.5061475128566,332.55262998339026,849.778165416086,4320.8125,183.5548569698965,2024-01-17,266,2023-09-13,0.48693241141044635,0.013057500000000001,0.1476488888888889,0.6097608980960539,0.2049072011201086,0.4716981132075474,0.8290072700865813,2.4697100236663
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,1_lots_1_exit_full_Wednesday.csv",23710.46875,6694.737499999999,135.29146526452462,592.7617187500001,512.2851562499999,2151.1890624999996,592.7617187500001,45000,52.68993055555556,45.866310376370514,2022-02-23,231,2021-12-29,164,105,59,64.02439024390245,35.97560975609756,2828.0625000000005,-5882.24375,283.865625,381.4,-412.0687499999999,790.1841050032505,426.6379262680491,780.0442152806305,4492.6875,189.97568581848935,2024-01-17,266,2023-09-13,0.5868407325927218,0.01138411458333333,0.14877194444444442,0.5310427397613797,0.20951693046526002,0.2830188679245286,1.0,2.463035243258384
"NIFTY_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_1_exit_full_Wednesday.csv",14330.45,4397.7562499999985,142.89767246333838,358.26125,366.018359375,1281.9234374999999,358.26125,45000,31.845444444444446,29.010325747335944,2022-02-23,308,2021-10-20,165,115,50,69.6969696969697,30.303030303030305,1828.34375,-3692.306249999999,192.15000000000003,281.24999999999994,-411.86875,521.8849255796744,251.69794331934796,532.5578362883898,3571.80625,247.55966021078711,2024-01-17,266,2023-09-13,0.4192244199353025,0.008133741319444445,0.09772791666666664,0.3781410862120923,0.0,0.4585477415666098,0.7131252878624292,2.3205402448578267
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_4_exit_3_4th_Wednesday.csv",92701.5,35783.1875,168.50268235859198,2317.5374999999995,2848.090625,7651.325000000002,2317.5374999999995,180000,51.500833333333325,42.960483193344245,2022-05-18,245,2022-02-09,164,115,49,70.1219512195122,29.878048780487806,9035.800000000005,-29585.512499999997,1058.0500000000002,1340.575,-1361.8499999999997,3278.468621773211,1330.210519933561,4381.777807505612,13185.499999999998,137.75846690095685,2024-01-17,147,2023-10-11,0.4056658228893372,0.015822725694444442,0.1987954861111111,0.7398405987307024,0.4148451413703542,0.4716981132075474,0.6899197981169272,2.2507643120810488
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_3_exit_2_3rd_Wednesday.csv",70750.11875,29554.606250000004,180.90969468212984,1768.7529687499996,2260.503125,5823.239062500001,1768.7529687499996,135000,52.40749537037036,42.99491844215694,2022-05-18,266,2022-02-09,164,118,46,71.95121951219512,28.048780487804876,6776.85,-23687.40625,793.5374999999999,978.328125,-823.8406250000005,2567.222456942816,1004.1809937998623,3653.344209178406,9019.2625,122.34360746465549,2024-01-17,140,2023-10-11,0.3732889349226395,0.016744467592592596,0.21892300925925928,0.7832004989422523,0.4974612093308921,0.528301886792453,0.6345068716057696,2.1843971046133563
"NIFTY_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_4_exit_3_4th_Wednesday.csv",59245.850000000006,23040.34999999999,180.55374066364635,1481.1462500000002,1693.3749999999998,5318.962499999998,1481.1462500000002,180000,32.91436111111111,29.179347848838923,2022-05-18,336,2021-10-20,165,116,49,70.3030303030303,29.696969696969695,7313.375,-15644.137499999995,768.5999999999999,1112.7374999999997,-979.4000000000004,2210.901803167785,1009.7328843296078,2558.6430602009286,12503.9375,210.73637597013536,2024-01-17,196,2023-08-30,0.3678302240118216,0.009407638888888887,0.1280019444444444,0.4380668328900074,0.12426373170303444,0.47730131503716405,0.6251643076490998,2.177618066354655
"NIFTY_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,1_lots_1_exit_full_Wednesday.csv",14259.9625,4843.900000000001,166.9579903619753,356.4990624999999,297.590234375,1531.6765624999998,356.4990624999999,45000,31.68880555555555,28.609243056823402,2022-05-18,252,2021-12-29,165,103,62,62.42424242424242,37.57575757575758,2353.5437500000003,-3656.24375,197.40625,299.275,-365.25625,579.0704975919421,333.75058053446764,484.405921269956,3721.2312500000003,275.6301704064108,2024-01-17,273,2023-09-13,0.4572591968308333,0.006613116319444445,0.10764222222222224,0.306608970343589,0.04069457208075199,0.23350485991995432,0.7782216707868221,2.1608884990096366
"NIFTY_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_3_exit_2_3rd_Wednesday.csv",44915.399999999994,18906.362500000003,195.24546242563778,1122.8849999999998,1327.3566406249997,4037.039062499999,1122.8849999999998,135000,33.270666666666656,29.183588820117812,2022-05-18,357,2021-10-20,165,118,47,71.51515151515152,28.484848484848484,5485.031249999998,-11951.83125,576.4500000000002,814.640625,-660.1812499999999,1712.4176509193228,759.0002181463424,2101.4385804707867,9065.168749999999,196.05955211553564,2024-01-17,196,2023-08-30,0.3416159799631982,0.009832271412037035,0.14004712962962965,0.45804208178264577,0.17370477969149914,0.5148084619782735,0.5802987238874349,2.1220402569677184
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,1_lots_4_exit_3_4th_Wednesday.csv",96598.01250000001,36202.3,168.0226166351548,2414.9503124999997,2322.866406250001,8047.046875000001,2414.9503124999997,180000,53.66556249999999,44.679456462766595,2022-05-18,224,2022-02-09,164,107,57,65.2439024390244,34.75609756097561,11312.250000000002,-29522.0625,1135.4625,1504.5249999999996,-1290.5874999999996,3499.7224097085536,1709.949683074359,4073.26252228145,14158.000000000002,159.48206066187083,2024-01-17,182,2023-09-13,0.4603067693878551,0.012904813368055561,0.2011238888888889,0.6025783265561798,0.4244023770377788,0.3207547169811324,0.7834375801822332,2.1219908881912004
"NIFTY_candle_5T_short_0_long_500_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_2_exit_Half_Wednesday.csv",48798.73749999999,23326.025,203.94606268060346,1219.9684375,1672.9156249999999,3995.1531250000007,1219.9684375,90000,54.220819444444444,43.06048632694917,2022-05-18,315,2022-02-09,164,125,39,76.21951219512195,23.78048780487805,4517.9000000000015,-17789.3,529.0250000000001,637.6250000000001,-316.8125000000002,1875.5768162247944,668.3706052063416,3032.4571287428644,5101.875,98.63103077462151,2023-12-27,119,2023-10-11,0.31326689782216927,0.018587951388888888,0.25917805555555556,0.8699202993653511,0.6626933452519675,0.6603773584905661,0.531779372461337,2.0691950058200037
