DateTime,CE pnl,PE pnl,PnL Combined
2023-08-11 13:00:00,0.0,0.0,0.0
2023-08-11 13:01:00,-151.0,243.0,92.0
2023-08-11 13:02:00,-314.0,489.0,175.0
2023-08-11 13:03:00,-829.0,1019.0,190.0
2023-08-11 13:04:00,-1105.0,1197.0,92.0
2023-08-11 13:05:00,-1123.0,1159.0,36.0
2023-08-11 13:06:00,-1053.0,1154.0,101.0
2023-08-11 13:07:00,-1453.0,1345.0,-108.0
2023-08-11 13:08:00,-1216.0,1331.0,115.0
2023-08-11 13:09:00,-1108.0,1283.0,175.0
2023-08-11 13:10:00,-887.0,1228.0,341.0
2023-08-11 13:11:00,-1033.0,1243.0,210.0
2023-08-11 13:12:00,-899.0,1239.0,340.0
2023-08-11 13:13:00,-1062.0,1303.0,241.0
2023-08-11 13:14:00,-1088.0,1330.0,242.0
2023-08-11 13:15:00,-1202.0,1358.0,156.0
2023-08-11 13:16:00,-1096.0,1324.0,228.0
2023-08-11 13:17:00,-1102.0,1323.0,221.0
2023-08-11 13:18:00,-1122.0,1311.0,189.0
2023-08-11 13:19:00,-857.0,1259.0,402.0
2023-08-11 13:20:00,-868.0,1251.0,383.0
2023-08-11 13:21:00,-975.0,1285.0,310.0
2023-08-11 13:22:00,-1037.0,1270.0,233.0
2023-08-11 13:23:00,-1175.0,1311.0,136.0
2023-08-11 13:24:00,-1033.0,1283.0,250.0
2023-08-11 13:25:00,-990.0,1290.0,300.0
2023-08-11 13:26:00,-717.0,1116.0,399.0
2023-08-11 13:27:00,-764.0,1069.0,305.0
2023-08-11 13:28:00,-512.0,829.0,317.0
2023-08-11 13:29:00,-684.0,1148.0,464.0
2023-08-11 13:30:00,-646.0,1034.0,388.0
2023-08-11 13:31:00,-633.0,933.0,300.0
2023-08-11 13:32:00,-468.0,771.0,303.0
2023-08-11 13:33:00,-545.0,837.0,292.0
2023-08-11 13:34:00,-724.0,1061.0,337.0
2023-08-11 13:35:00,-740.0,1164.0,424.0
2023-08-11 13:36:00,-714.0,1089.0,375.0
2023-08-11 13:37:00,-770.0,1280.0,510.0
2023-08-11 13:38:00,-680.0,1124.0,444.0
