Date,Daily PnL,SL,Initial Target,Final Target,File Path,File Name
2023-08-11,1602.315562,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-08-18,-2591.45213,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-08-25,2381.618618,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-09-15,1006.904171,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-09-22,-668.968931,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-09-29,2107.272134,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-10-13,-2430.49069,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-10-27,2957.149829,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-11-03,-692.1071380000001,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-11-10,600.3544899999999,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-11-17,711.683498,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-11-24,289.229673,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-12-01,2810.036497,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-12-08,-48.261378,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-12-15,-2438.538762,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-12-22,-675.004985,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2023-12-29,2560.540238,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-01-05,820.0304789999999,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-01-12,819.03647,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-01-19,1325.98106,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-01-25,7146.897764,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-02-02,-4080.3454500000003,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-02-09,3431.2921220000003,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-02-16,3876.608154,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-02-23,800.150299,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-03-01,5239.394493,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-03-07,3247.400457,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-03-15,3589.339553,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-03-22,3142.0355029999996,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-03-28,-3590.419067,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-04-05,2826.9346499999997,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-04-12,-10146.57972,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-04-19,3444.214239,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
2024-04-26,261.397421,-2370.5,9225.12,10543.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,45_time_11,45.csv",initial_sl_-2370_initial_target_9225_final_target_10543.csv
