type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,24400.0,0.25997289490087916,2025-05-08 12:10:00,2025-05-08,8.25,2025-05-08 13:20:00,5.1,Exit for Delta Adjustment,3.1500000000000004
PE,24250.0,-0.17458556851672163,2025-05-08 13:20:00,2025-05-08,2.75,2025-05-08 14:00:00,8.25,Exit for Delta Adjustment,-5.5
CE,24450.0,0.05011968062834097,2025-05-08 11:45:00,2025-05-08,5.35,2025-05-08 15:20:00,0.1,Final Expiry Exit,5.25
PE,24400.0,0.0,2025-05-08 11:45:00,2025-05-08,15.75,2025-05-08 15:20:00,109.15,Final Expiry Exit,-93.4
PE,24050.0,-0.05011968062834097,2025-05-08 14:00:00,2025-05-08,3.95,2025-05-08 15:20:00,0.4,Final Expiry Exit,3.5500000000000003
PE,24450.0,-0.06431265648530202,2025-05-15 12:10:00,2025-05-15,17.35,2025-05-15 13:10:00,6.85,Exit for Delta Adjustment,10.500000000000002
CE,24700.0,0.755714416280229,2025-05-15 11:45:00,2025-05-15,68.5,2025-05-15 13:15:00,229.5,Exit Max Delta Leg,-161.0
CE,24900.0,0.7147922217122844,2025-05-15 13:15:00,2025-05-15,79.35,2025-05-15 13:50:00,191.4,Exit Max Delta Leg,-112.05000000000001
PE,24600.0,-0.0574387549380864,2025-05-15 11:45:00,2025-05-15,88.05,2025-05-15 15:20:00,0.2,Final Expiry Exit,87.85
PE,24800.0,-0.14345660200882476,2025-05-15 13:10:00,2025-05-15,87.6,2025-05-15 15:20:00,0.3,Final Expiry Exit,87.3
CE,25200.0,0.20089535694691116,2025-05-15 13:50:00,2025-05-15,13.2,2025-05-15 15:20:00,0.05,Final Expiry Exit,13.149999999999999
CE,24550.0,0.6599623670108736,2025-05-22 12:50:00,2025-05-22,22.35,2025-05-22 14:50:00,39.75,Exit for Delta Adjustment,-17.4
CE,24600.0,0.3704991653548205,2025-05-22 11:45:00,2025-05-22,22.25,2025-05-22 15:20:00,8.75,Final Expiry Exit,13.5
PE,24550.0,-0.3705812614147856,2025-05-22 11:45:00,2025-05-22,45.75,2025-05-22 15:20:00,0.2,Final Expiry Exit,45.55
CE,24750.0,0.5877636042982638,2025-05-29 11:45:00,2025-05-29,33.1,2025-05-29 13:00:00,52.15,Exit for Delta Adjustment,-19.049999999999997
PE,24700.0,-0.23740835191023363,2025-05-29 11:45:00,2025-05-29,36.05,2025-05-29 15:20:00,0.05,Final Expiry Exit,36.0
CE,24800.0,0.4071223981352118,2025-05-29 12:40:00,2025-05-29,16.2,2025-05-29 15:20:00,31.7,Final Expiry Exit,-15.5
PE,24650.0,-0.16971404622497815,2025-05-29 13:00:00,2025-05-29,7.8,2025-05-29 15:20:00,0.05,Final Expiry Exit,7.75
CE,24750.0,0.7136525279955119,2025-06-05 11:45:00,2025-06-05,26.05,2025-06-05 12:15:00,162.05,Exit Max Delta Leg,-136.0
PE,24750.0,-0.5466028678450291,2025-06-05 12:05:00,2025-06-05,38.55,2025-06-05 13:35:00,62.4,Exit for Delta Adjustment,-23.85
PE,24700.0,-0.3891755560505305,2025-06-05 11:45:00,2025-06-05,30.4,2025-06-05 15:20:00,0.25,Final Expiry Exit,30.15
CE,24950.0,0.06693587214615833,2025-06-05 12:15:00,2025-06-05,51.0,2025-06-05 15:20:00,0.1,Final Expiry Exit,50.9
CE,24800.0,0.3222396839043722,2025-06-05 13:35:00,2025-06-05,17.75,2025-06-05 15:20:00,0.25,Final Expiry Exit,17.5
PE,25000.0,-0.5531649857539892,2025-06-12 11:45:00,2025-06-12,30.85,2025-06-12 13:30:00,66.4,Exit for Delta Adjustment,-35.550000000000004
CE,25050.0,0.13402183813529328,2025-06-12 11:45:00,2025-06-12,34.9,2025-06-12 13:40:00,7.45,Exit for Delta Adjustment,27.45
PE,25000.0,-0.7476310599117892,2025-06-12 12:35:00,2025-06-12,22.65,2025-06-12 13:50:00,145.35,Exit Max Delta Leg,-122.69999999999999
CE,25050.0,0.09562224695884808,2025-06-12 13:30:00,2025-06-12,15.0,2025-06-12 15:20:00,0.15,Final Expiry Exit,14.85
CE,24900.0,0.41086467331821086,2025-06-12 13:40:00,2025-06-12,44.1,2025-06-12 15:20:00,0.3,Final Expiry Exit,43.800000000000004
PE,24900.0,-0.506486920277059,2025-06-12 13:50:00,2025-06-12,61.1,2025-06-12 15:20:00,13.85,Final Expiry Exit,47.25
CE,24800.0,0.6808594375272691,2025-06-19 11:45:00,2025-06-19,35.2,2025-06-19 14:05:00,41.1,Exit for Delta Adjustment,-5.899999999999999
PE,24800.0,-0.22869340824707518,2025-06-19 11:45:00,2025-06-19,19.6,2025-06-19 15:20:00,2.4,Final Expiry Exit,17.200000000000003
CE,24850.0,0.31217089153193595,2025-06-19 12:50:00,2025-06-19,4.3,2025-06-19 15:20:00,0.15,Final Expiry Exit,4.1499999999999995
PE,24750.0,-0.08347748328486077,2025-06-19 14:05:00,2025-06-19,2.85,2025-06-19 15:20:00,0.2,Final Expiry Exit,2.65
PE,25300.0,-0.20230724882672646,2025-06-26 11:45:00,2025-06-26,57.85,2025-06-26 13:45:00,19.85,Exit for Delta Adjustment,38.0
CE,25350.0,0.753805691047378,2025-06-26 11:45:00,2025-06-26,54.25,2025-06-26 13:55:00,163.95,Exit Max Delta Leg,-109.69999999999999
PE,25300.0,-0.12906342876111515,2025-06-26 12:05:00,2025-06-26,31.15,2025-06-26 15:20:00,0.25,Final Expiry Exit,30.9
PE,25450.0,-0.3895803421618356,2025-06-26 13:45:00,2025-06-26,55.25,2025-06-26 15:20:00,0.3,Final Expiry Exit,54.95
CE,25500.0,0.5186437709229508,2025-06-26 13:55:00,2025-06-26,49.0,2025-06-26 15:20:00,46.35,Final Expiry Exit,2.6499999999999986
CE,25550.0,0.5701891428210816,2025-07-03 11:45:00,2025-07-03,24.55,2025-07-03 13:40:00,60.05,Exit for Delta Adjustment,-35.5
PE,25500.0,-0.49727145896164743,2025-07-03 11:45:00,2025-07-03,39.75,2025-07-03 14:00:00,42.4,Exit for Delta Adjustment,-2.6499999999999986
CE,25600.0,0.06871273568384753,2025-07-03 14:00:00,2025-07-03,11.0,2025-07-03 14:30:00,2.95,Exit for Delta Adjustment,8.05
PE,25500.0,-0.7399613504941623,2025-07-03 13:40:00,2025-07-03,17.5,2025-07-03 14:35:00,91.4,Exit Max Delta Leg,-73.9
CE,25550.0,0.09109478413093564,2025-07-03 12:20:00,2025-07-03,10.7,2025-07-03 15:20:00,0.1,Final Expiry Exit,10.6
CE,25450.0,0.36570351079033003,2025-07-03 14:30:00,2025-07-03,24.1,2025-07-03 15:20:00,0.1,Final Expiry Exit,24.0
PE,25400.0,-0.45679829492126567,2025-07-03 14:35:00,2025-07-03,21.85,2025-07-03 15:20:00,0.2,Final Expiry Exit,21.650000000000002
CE,25400.0,0.5251419111036366,2025-07-10 11:45:00,2025-07-10,32.55,2025-07-10 15:20:00,0.15,Final Expiry Exit,32.4
PE,25350.0,-0.25038258059653623,2025-07-10 11:45:00,2025-07-10,27.8,2025-07-10 15:20:00,0.15,Final Expiry Exit,27.650000000000002
PE,25350.0,-0.2747593305071004,2025-07-10 12:30:00,2025-07-10,12.45,2025-07-10 15:20:00,0.15,Final Expiry Exit,12.299999999999999
PE,25200.0,-0.8590919309273974,2025-07-17 11:45:00,2025-07-17,23.35,2025-07-17 14:20:00,54.75,Exit Max Delta Leg,-31.4
CE,25200.0,0.15131845935198301,2025-07-17 11:45:00,2025-07-17,32.3,2025-07-17 15:20:00,0.15,Final Expiry Exit,32.15
