type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,24650.0,0.6379996320487302,2025-05-15 09:30:00,2025-05-15,44.05,2025-05-15 10:40:00,167.2,Exit for Delta Adjustment,-123.14999999999999
PE,24650.0,-0.5412555003001231,2025-05-15 10:40:00,2025-05-15,63.1,2025-05-15 11:15:00,118.5,Exit for Delta Adjustment,-55.4
PE,24550.0,-0.13415763628710903,2025-05-15 09:30:00,2025-05-15,44.4,2025-05-15 13:10:00,16.5,Exit for Delta Adjustment,27.9
CE,24700.0,0.755714416280229,2025-05-15 09:45:00,2025-05-15,20.7,2025-05-15 13:15:00,229.5,Exit Max Delta Leg,-208.8
CE,24900.0,0.7147922217122844,2025-05-15 13:15:00,2025-05-15,79.35,2025-05-15 13:50:00,191.4,Exit Max Delta Leg,-112.05000000000001
PE,24550.0,-0.04501174918123983,2025-05-15 12:10:00,2025-05-15,41.6,2025-05-15 15:20:00,0.15,Final Expiry Exit,41.45
PE,24850.0,-0.18009891241009762,2025-05-15 13:10:00,2025-05-15,108.55,2025-05-15 15:20:00,0.3,Final Expiry Exit,108.25
CE,25150.0,0.22511066159133747,2025-05-15 13:50:00,2025-05-15,23.95,2025-05-15 15:20:00,0.1,Final Expiry Exit,23.849999999999998
CE,24650.0,0.3132584855173628,2025-05-22 09:30:00,2025-05-22,59.55,2025-05-22 15:20:00,0.2,Final Expiry Exit,59.349999999999994
PE,24550.0,-0.4903675698518537,2025-05-22 09:30:00,2025-05-22,71.4,2025-05-22 15:20:00,0.2,Final Expiry Exit,71.2
CE,24800.0,0.1771090843344909,2025-05-22 09:35:00,2025-05-22,21.8,2025-05-22 15:20:00,0.1,Final Expiry Exit,21.7
CE,25000.0,0.10845415186870139,2025-05-29 09:50:00,2025-05-29,12.3,2025-05-29 10:40:00,10.25,Exit for Delta Adjustment,2.0500000000000007
CE,24850.0,0.21406831120160053,2025-05-29 09:30:00,2025-05-29,36.9,2025-05-29 11:05:00,19.8,Exit for Delta Adjustment,17.099999999999998
CE,24800.0,0.20709325340281876,2025-05-29 10:40:00,2025-05-29,35.2,2025-05-29 12:40:00,16.2,Exit for Delta Adjustment,19.000000000000004
CE,24700.0,0.8262667176478995,2025-05-29 12:40:00,2025-05-29,29.4,2025-05-29 13:00:00,79.3,Exit Max Delta Leg,-49.9
PE,24800.0,-0.7675243731191985,2025-05-29 09:30:00,2025-05-29,41.6,2025-05-29 14:10:00,85.8,Exit Max Delta Leg,-44.199999999999996
CE,24750.0,0.3388165510531516,2025-05-29 11:05:00,2025-05-29,38.2,2025-05-29 15:20:00,80.75,Final Expiry Exit,-42.55
CE,24850.0,0.0965993700403267,2025-05-29 13:20:00,2025-05-29,10.45,2025-05-29 15:20:00,1.0,Final Expiry Exit,9.45
PE,24700.0,-0.4354159210934783,2025-05-29 14:10:00,2025-05-29,13.0,2025-05-29 15:20:00,0.05,Final Expiry Exit,12.95
PE,24650.0,-0.12076665134130576,2025-06-05 09:30:00,2025-06-05,40.0,2025-06-05 12:10:00,8.8,Exit for Delta Adjustment,31.2
CE,24750.0,0.7136525279955119,2025-06-05 09:30:00,2025-06-05,54.8,2025-06-05 12:15:00,162.05,Exit Max Delta Leg,-107.25000000000001
PE,24800.0,-0.5876389271346469,2025-06-05 12:10:00,2025-06-05,51.6,2025-06-05 13:30:00,80.1,Exit for Delta Adjustment,-28.499999999999993
PE,24700.0,-0.44421154794676737,2025-06-05 09:50:00,2025-06-05,30.15,2025-06-05 15:20:00,0.25,Final Expiry Exit,29.9
CE,24850.0,0.09522860471426947,2025-06-05 12:15:00,2025-06-05,96.55,2025-06-05 15:20:00,0.1,Final Expiry Exit,96.45
CE,24750.0,0.3489829432324979,2025-06-05 14:05:00,2025-06-05,14.5,2025-06-05 15:20:00,2.2,Final Expiry Exit,12.3
CE,25350.0,0.09318298420089227,2025-06-12 09:40:00,2025-06-12,9.8,2025-06-12 09:45:00,7.85,Exit for Delta Adjustment,1.950000000000001
PE,25150.0,-0.7019511882562833,2025-06-12 09:30:00,2025-06-12,41.1,2025-06-12 10:45:00,137.5,Exit Max Delta Leg,-96.4
CE,25200.0,0.042276862668538716,2025-06-12 09:30:00,2025-06-12,36.4,2025-06-12 13:35:00,2.5,Exit for Delta Adjustment,33.9
CE,25200.0,0.035407035091958194,2025-06-12 09:45:00,2025-06-12,26.9,2025-06-12 13:50:00,2.45,Exit for Delta Adjustment,24.45
PE,24950.0,-0.7312216198008983,2025-06-12 10:45:00,2025-06-12,25.15,2025-06-12 14:05:00,118.35,Exit Max Delta Leg,-93.19999999999999
CE,24950.0,0.15303699819202843,2025-06-12 13:35:00,2025-06-12,33.5,2025-06-12 15:20:00,0.1,Final Expiry Exit,33.4
CE,24900.0,0.28136108421273476,2025-06-12 13:50:00,2025-06-12,24.45,2025-06-12 15:20:00,0.3,Final Expiry Exit,24.15
PE,24850.0,-0.4343980824047632,2025-06-12 14:05:00,2025-06-12,37.65,2025-06-12 15:20:00,0.2,Final Expiry Exit,37.449999999999996
