DateTime,CE pnl,PE pnl,PnL Combined
2022-08-26 09:25:00,0.0,0.0,0.0
2022-08-26 09:26:00,-2287.5,37.5,-2250.0
2022-08-26 09:27:00,-3562.5,825.0,-2737.5
2022-08-26 09:28:00,2100.0,-3787.5,-1687.5
2022-08-26 09:29:00,1837.5,-3975.0,-2137.5
2022-08-26 09:30:00,3150.0,-3937.5,-787.5
2022-08-26 09:31:00,-150.0,-975.0,-1125.0
2022-08-26 09:32:00,-937.5,-1537.5,-2475.0
2022-08-26 09:33:00,-1950.0,337.5,-1612.5
2022-08-26 09:34:00,1350.0,-2775.0,-1425.0
2022-08-26 09:35:00,1912.5,-3562.5,-1650.0
2022-08-26 09:36:00,2512.5,-4050.0,-1537.5
2022-08-26 09:37:00,1162.5,-2400.0,-1237.5
2022-08-26 09:38:00,2437.5,-4350.0,-1912.5
2022-08-26 09:39:00,6112.5,-7575.0,-1462.5
2022-08-26 09:40:00,5437.5,-6787.5,-1350.0
2022-08-26 09:41:00,7312.5,-9262.5,-1950.0
2022-08-26 09:42:00,7200.0,-9000.0,-1800.0
2022-08-26 09:43:00,7462.5,-10050.0,-2587.5
2022-08-26 09:44:00,7687.5,-9862.5,-2175.0
2022-08-26 09:45:00,8100.0,-10462.5,-2362.5
2022-08-26 09:46:00,9712.5,-13350.0,-3637.5
2022-08-26 09:47:00,9487.5,-12487.5,-3000.0
2022-08-26 09:48:00,8737.5,-10575.0,-1837.5
2022-08-26 09:49:00,6337.5,-8250.0,-1912.5
2022-08-26 09:50:00,8662.5,-10500.0,-1837.5
2022-08-26 09:51:00,3937.5,-5362.5,-1425.0
2022-08-26 09:52:00,3750.0,-4537.5,-787.5
2022-08-26 09:53:00,3375.0,-4012.5,-637.5
2022-08-26 09:54:00,2475.0,-3637.5,-1162.5
2022-08-26 09:55:00,900.0,-1087.5,-187.5
2022-08-26 09:56:00,2212.5,-3112.5,-900.0
2022-08-26 09:57:00,1012.5,-1725.0,-712.5
2022-08-26 09:58:00,1425.0,-2025.0,-600.0
2022-08-26 09:59:00,3262.5,-4275.0,-1012.5
2022-08-26 10:00:00,1912.5,-2175.0,-262.5
2022-08-26 10:01:00,3112.5,-4050.0,-937.5
2022-08-26 10:02:00,2812.5,-4087.5,-1275.0
2022-08-26 10:03:00,7987.5,-8512.5,-525.0
2022-08-26 10:04:00,7687.5,-8512.5,-825.0
2022-08-26 10:05:00,10012.5,-11325.0,-1312.5
2022-08-26 10:06:00,8625.0,-10050.0,-1425.0
2022-08-26 10:07:00,6562.5,-7425.0,-862.5
2022-08-26 10:08:00,8700.0,-10350.0,-1650.0
2022-08-26 10:09:00,9750.0,-11925.0,-2175.0
2022-08-26 10:10:00,8100.0,-9825.0,-1725.0
2022-08-26 10:11:00,5175.0,-5175.0,0.0
2022-08-26 10:12:00,5062.5,-5700.0,-637.5
2022-08-26 10:13:00,6862.5,-7350.0,-487.5
2022-08-26 10:14:00,8625.0,-10575.0,-1950.0
2022-08-26 10:15:00,9825.0,-12037.5,-2212.5
2022-08-26 10:16:00,12750.0,-15450.0,-2700.0
2022-08-26 10:17:00,11962.5,-14212.5,-2250.0
2022-08-26 10:18:00,9637.5,-11850.0,-2212.5
2022-08-26 10:19:00,8212.5,-9000.0,-787.5
2022-08-26 10:20:00,11400.0,-13575.0,-2175.0
2022-08-26 10:21:00,13200.0,-16950.0,-3750.0
2022-08-26 10:22:00,14100.0,-17850.0,-3750.0
2022-08-26 10:23:00,14775.0,-17625.0,-2850.0
2022-08-26 10:24:00,14475.0,-18525.0,-4050.0
2022-08-26 10:25:00,13425.0,-16950.0,-3525.0
2022-08-26 10:26:00,10125.0,-12937.5,-2812.5
2022-08-26 10:27:00,14475.0,-17662.5,-3187.5
2022-08-26 10:28:00,10650.0,-13350.0,-2700.0
2022-08-26 10:29:00,11775.0,-14475.0,-2700.0
2022-08-26 10:30:00,12937.5,-15300.0,-2362.5
2022-08-26 10:31:00,10350.0,-12450.0,-2100.0
