date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2021-06-10,11.4,22.5,33.9,33.7
2021-06-17,23.9,24.8,48.7,-12.649999999999997
2021-06-24,29.3,30.4,59.7,29.699999999999996
2021-07-01,16.1,25.25,41.35,30.35
2021-07-08,10.0,12.3,22.3,-75.94999999999999
2021-07-15,19.9,19.05,38.95,24.749999999999996
2021-07-22,17.7,12.35,30.049999999999997,49.4
2021-07-29,15.55,24.75,40.3,48.1
2021-08-05,22.45,18.95,41.4,-66.2
2021-08-12,15.65,21.4,37.05,30.8
2021-08-18,21.65,16.0,37.65,24.849999999999998
2021-08-26,14.35,29.0,43.35,24.95
2021-09-02,18.35,24.2,42.55,-32.35
2021-09-09,19.95,25.7,45.65,23.15
2021-09-16,10.05,23.85,33.900000000000006,7.400000000000005
2021-09-23,21.6,25.05,46.650000000000006,23.150000000000002
2021-09-30,25.7,26.5,52.2,89.8
2021-10-07,19.8,16.6,36.400000000000006,1.8000000000000114
2021-10-14,19.8,27.6,47.400000000000006,22.700000000000006
2021-10-21,30.75,31.75,62.5,94.15
2021-10-28,29.05,33.45,62.5,36.3
2021-11-03,30.75,19.45,50.2,-50.350000000000016
2021-11-11,24.0,37.75,61.75,92.95
2021-11-18,28.15,29.05,57.2,140.85
2021-11-25,25.2,36.4,61.599999999999994,35.8
2021-12-02,18.15,41.1,59.25,56.099999999999994
2021-12-09,29.9,25.8,55.7,52.75
2021-12-16,37.25,25.25,62.5,36.1
2021-12-23,23.4,19.25,42.65,59.5
2021-12-30,11.7,19.8,31.5,30.15
2022-01-06,28.25,19.3,47.55,58.75
2022-01-13,20.15,20.6,40.75,53.050000000000004
2022-01-20,19.5,16.4,35.9,33.45
2022-01-27,22.05,39.1,61.150000000000006,53.7
2022-02-03,22.9,21.05,43.95,24.950000000000003
2022-02-10,26.6,35.4,62.0,23.85
2022-02-17,29.55,46.7,76.25,100.25
2022-02-24,60.0,55.65,115.65,29.349999999999994
2022-03-03,46.55,42.45,89.0,78.75
2022-03-10,30.7,33.55,64.25,-133.1
2022-03-17,37.85,35.95,73.80000000000001,103.4
2022-03-24,41.3,35.6,76.9,99.5
2022-03-31,16.25,24.2,40.45,15.399999999999997
2022-04-07,24.8,25.7,50.5,0.4499999999999986
2022-04-13,26.75,19.5,46.25,58.6
2022-04-21,18.0,33.4,51.4,-20.300000000000004
2022-04-28,28.75,26.15,54.9,62.25
2022-05-05,23.7,41.45,65.15,-83.15000000000002
2022-05-12,37.95,37.1,75.05000000000001,43.75
2022-05-19,30.05,45.7,75.75,32.25000000000001
2022-05-26,22.1,46.65,68.75,-37.400000000000006
2022-06-02,23.35,27.95,51.3,56.050000000000004
2022-06-09,25.2,26.15,51.349999999999994,6.650000000000002
2022-06-16,35.4,28.45,63.849999999999994,-373.45
2022-06-23,27.05,32.0,59.05,-121.99999999999999
2022-06-30,30.7,37.25,67.95,43.3
2022-07-07,30.2,39.15,69.35,69.1
2022-07-14,29.4,30.4,59.8,-74.60000000000001
2022-07-21,23.7,32.8,56.5,50.900000000000006
2022-07-28,28.95,17.85,46.8,40.150000000000006
2022-08-04,22.2,28.7,50.9,77.94999999999999
2022-08-11,34.95,33.85,68.80000000000001,79.15
