date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2021-06-10,26.85,32.65,59.5,22.35
2021-06-17,13.95,19.4,33.349999999999994,-3.2500000000000018
2021-06-24,17.75,27.55,45.3,58.25
2021-07-01,26.7,22.4,49.1,26.6
2021-07-08,26.1,22.4,48.5,29.15
2021-07-15,29.1,24.049999999999997,53.15,4.249999999999998
2021-07-22,21.75,20.1,41.85,20.400000000000002
2021-07-29,23.75,24.15,47.900000000000006,23.35
2021-08-05,30.1,25.4,55.5,6.899999999999997
2021-08-12,19.5,27.15,46.65,30.45
2021-08-18,24.5,11.35,35.85,33.3
2021-08-26,16.4,35.0,51.4,41.05
2021-09-02,13.25,11.65,24.9,-1.6499999999999986
2021-09-09,13.05,14.8,27.85,8.25
2021-09-16,9.65,10.3,19.950000000000003,4.800000000000003
2021-09-23,13.95,17.4,31.349999999999998,5.549999999999999
2021-09-30,22.45,28.6,51.05,38.7
2021-10-07,28.5,28.0,56.5,-1.299999999999999
2021-10-14,15.9,14.45,30.35,8.000000000000004
2021-10-21,24.9,25.3,50.2,58.4
2021-10-28,31.7,26.15,57.849999999999994,-70.35
2021-11-03,19.5,29.15,48.65,-10.200000000000003
2021-11-11,23.2,33.05,56.25,65.1
2021-11-18,23.9,24.45,48.349999999999994,13.650000000000002
2021-11-25,17.65,34.35,52.0,42.599999999999994
2021-12-02,15.0,31.8,46.8,5.899999999999997
2021-12-09,18.45,20.75,39.2,39.650000000000006
2021-12-16,28.7,22.95,51.65,-2.8000000000000074
2021-12-23,18.6,17.2,35.8,44.15
2021-12-30,20.2,30.95,51.15,5.600000000000001
2022-01-06,13.8,21.2,35.0,46.15
2022-01-13,36.75,27.349999999999998,64.1,6.399999999999998
2022-01-20,31.7,17.1,48.8,29.55
2022-01-27,28.65,32.5,61.15,-118.5
2022-02-03,18.1,25.95,44.05,4.450000000000005
2022-02-10,13.7,19.85,33.55,43.60000000000001
2022-02-17,35.95,38.35,74.30000000000001,-23.599999999999987
2022-02-24,44.25,52.35,96.6,-78.75
2022-03-03,41.5,39.6,81.1,65.55000000000001
2022-03-10,56.4,50.45,106.85000000000001,-25.099999999999998
2022-03-17,45.35,45.85,91.2,76.1
2022-03-24,33.0,29.95,62.95,61.6
2022-03-31,36.2,32.7,68.9,34.70000000000001
2022-04-07,33.5,28.6,62.1,-48.9
2022-04-13,35.9,40.35,76.25,53.60000000000001
2022-04-21,29.5,29.2,58.7,8.9
2022-04-28,14.05,22.25,36.3,11.85
2022-05-05,19.15,27.9,47.05,-27.6
2022-05-12,43.6,30.55,74.15,31.599999999999998
2022-05-19,36.0,46.25,82.25,34.25000000000001
2022-05-26,27.2,55.8,83.0,-33.8
2022-06-02,37.95,32.5,70.45,58.30000000000001
2022-06-09,19.35,24.85,44.2,-39.5
2022-06-16,34.65,26.65,61.3,-13.650000000000006
2022-06-23,22.85,36.2,59.050000000000004,-150.1
2022-06-30,30.7,57.1,87.8,97.2
2022-07-07,36.85,36.8,73.65,38.900000000000006
2022-07-14,34.1,49.5,83.6,4.299999999999993
2022-07-21,34.05,34.55,68.6,14.699999999999992
