date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2021-06-10,36.1,55.35,91.45,46.55
2021-06-17,41.1,44.55,85.65,22.649999999999995
2021-06-24,37.2,51.4,88.6,48.050000000000004
2021-07-01,17.45,28.25,45.7,34.7
2021-07-08,18.15,23.4,41.55,-103.20000000000002
2021-07-15,27.3,38.2,65.5,22.55
2021-07-22,29.35,34.199999999999996,63.55,23.200000000000006
2021-07-29,30.55,37.7,68.25,42.0
2021-08-05,22.9,25.35,48.25,17.049999999999997
2021-08-12,29.95,34.35,64.3,-1.9499999999999886
2021-08-18,25.25,42.6,67.85,12.749999999999996
2021-08-26,32.35,41.699999999999996,74.05000000000001,63.75
2021-09-02,21.8,27.6,49.400000000000006,-25.699999999999996
2021-09-09,25.65,22.1,47.75,44.9
2021-09-16,29.85,33.7,63.550000000000004,20.500000000000004
2021-09-23,29.0,45.85,74.85,14.100000000000012
2021-09-30,34.15,50.35,84.5,10.049999999999997
2021-10-07,43.0,41.449999999999996,84.45,18.449999999999996
2021-10-14,23.5,32.05,55.55,34.0
2021-10-21,54.4,52.95,107.35,-18.0
2021-10-28,46.05,41.9,87.94999999999999,-58.650000000000006
2021-11-03,31.45,40.65,72.1,-29.499999999999996
2021-11-11,41.1,36.2,77.30000000000001,10.9
2021-11-18,42.8,38.0,80.8,3.6999999999999975
2021-11-25,40.45,66.75,107.19999999999999,57.50000000000001
2021-12-02,45.4,51.8,97.19999999999999,2.1499999999999986
2021-12-09,51.6,64.4,116.00000000000001,40.75
2021-12-16,39.15,41.15,80.3,17.750000000000004
2021-12-23,25.35,40.55,65.9,77.95
2021-12-30,22.5,40.05,62.55,78.1
2022-01-06,35.35,40.0,75.35,69.55000000000001
2022-01-13,38.7,43.05,81.75,73.05000000000001
2022-01-20,43.75,56.2,99.95,-148.89999999999998
2022-01-27,82.2,85.15,167.35,65.39999999999999
2022-02-03,38.5,27.8,66.3,8.349999999999996
2022-02-10,49.8,36.0,85.8,-21.450000000000003
2022-02-17,67.15,63.3,130.45000000000002,127.85000000000001
2022-02-24,68.4,82.05,150.45,-161.35000000000002
2022-03-03,67.3,57.0,124.3,19.000000000000007
2022-03-10,69.55,78.3,147.85,99.04999999999998
2022-03-17,63.5,76.45,139.95,33.75
2022-03-24,66.8,65.2,132.0,105.4
2022-03-31,46.65,46.75,93.4,59.35
2022-04-07,25.7,38.7,64.4,-37.9
2022-04-13,38.65,40.6,79.25,-93.45000000000002
2022-04-21,30.45,29.55,60.0,-107.54999999999997
2022-04-28,36.25,39.4,75.65,-65.0
2022-05-05,47.5,52.65,100.15,-28.749999999999982
2022-05-12,78.9,68.80000000000001,147.70000000000002,55.75000000000002
2022-05-19,58.05,57.5,115.55,12.250000000000002
2022-05-26,47.85,50.3,98.15,10.599999999999993
2022-06-02,41.55,56.25,97.8,40.9
2022-06-09,32.75,48.25,81.0,36.199999999999996
2022-06-16,52.050000000000004,65.25,117.30000000000001,-550.8000000000001
2022-06-23,42.05,61.85,103.9,-183.1
2022-06-30,62.65,74.8,137.45,68.44999999999999
2022-07-07,52.25,48.4,100.65,76.55
2022-07-14,33.35,51.5,84.85,-85.69999999999999
2022-07-21,24.95,35.85,60.8,27.7
2022-07-28,36.7,32.0,68.7,26.050000000000004
2022-08-04,31.7,40.5,72.2,52.65
2022-08-11,40.35,35.9,76.25,86.6
2022-08-18,33.65,36.85,70.5,31.150000000000006
2022-08-25,45.6,40.5,86.1,-102.3
2022-09-01,45.85,67.1,112.94999999999999,125.1
2022-09-08,38.65,41.9,80.55,90.64999999999999
2022-09-15,41.45,43.7,85.15,-1.000000000000007
2022-09-22,53.4,65.65,119.05000000000001,-35.35000000000001
2022-09-29,47.25,44.35,91.6,-22.30000000000001
2022-10-06,49.0,57.15,106.15,40.25
2022-10-13,44.95,39.7,84.65,13.7
2022-10-20,33.65,53.45,87.1,-27.64999999999999
2022-10-27,28.8,32.05,60.849999999999994,11.599999999999998
2022-11-03,42.05,59.3,101.35,94.2
2022-11-10,24.0,29.8,53.8,16.849999999999998
2022-11-17,28.1,20.95,49.05,25.1
2022-11-24,30.7,25.45,56.150000000000006,-119.39999999999999
2022-12-01,38.2,34.3,72.5,36.800000000000004
2022-12-08,29.35,24.9,54.25,54.35
2022-12-15,41.5,33.75,75.25,-65.5
2022-12-22,65.75,54.1,119.85,48.85
2022-12-29,46.2,45.75,91.95,-1.6999999999999957
2023-01-05,45.2,57.4,102.6,-42.25000000000001
