date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2021-06-10,36.1,55.35,91.45,46.55
2021-06-17,41.1,44.55,85.65,-24.250000000000004
2021-06-24,37.2,51.4,88.6,48.050000000000004
2021-07-01,37.35,39.85,77.19999999999999,54.7
2021-07-08,23.5,46.25,69.75,-269.05
2021-07-15,27.3,38.2,65.5,22.55
2021-07-22,29.35,34.199999999999996,63.55,48.45
2021-07-29,30.55,37.7,68.25,42.0
2021-08-05,31.599999999999998,48.35,79.95,27.099999999999994
2021-08-12,29.95,34.35,64.3,-1.9499999999999886
2021-08-18,25.25,42.6,67.85,-5.349999999999997
2021-08-26,32.35,41.699999999999996,74.05000000000001,63.75
2021-09-02,45.7,41.45,87.15,3.8500000000000014
2021-09-09,29.299999999999997,43.95,73.25,53.55
2021-09-16,29.85,33.7,63.550000000000004,20.500000000000004
2021-09-23,29.0,45.85,74.85,14.100000000000012
2021-09-30,56.7,59.95,116.65,2.3500000000000028
2021-10-07,43.0,41.449999999999996,84.45,18.449999999999996
2021-10-14,32.85,57.8,90.64999999999999,50.900000000000006
2021-10-21,54.4,52.95,107.35,-18.0
2021-10-28,51.3,64.1,115.39999999999999,-56.699999999999996
2021-11-03,54.8,49.05,103.85,3.5000000000000036
2021-11-11,68.75,57.050000000000004,125.80000000000001,61.000000000000014
2021-11-18,70.85,51.1,121.94999999999999,45.95
2021-11-25,51.5,66.75,118.25,8.950000000000006
2021-12-02,47.949999999999996,74.55,122.49999999999999,37.099999999999994
2021-12-09,51.6,64.4,116.00000000000001,40.75
2021-12-16,64.9,48.9,113.80000000000001,39.55000000000001
2021-12-23,50.7,67.8,118.5,46.400000000000006
2021-12-30,46.45,44.099999999999994,90.55,31.799999999999994
2022-01-06,61.6,47.75,109.35,60.7
2022-01-13,38.7,43.05,81.75,73.05000000000001
2022-01-20,43.75,56.2,99.95,-266.6
2022-01-27,82.2,88.5,170.7,-13.35
2022-02-03,38.5,47.65,86.15,-95.75
2022-02-10,78.2,57.6,135.8,61.60000000000001
2022-02-17,67.15,64.2,131.35,2.999999999999991
2022-02-24,92.2,102.95,195.15,-211.6
2022-03-03,67.3,78.05,145.35,-46.14999999999999
2022-03-10,69.55,78.3,147.85,99.04999999999998
2022-03-17,63.5,76.45,139.95,33.75
2022-03-24,66.8,65.2,132.0,105.4
2022-03-31,46.65,46.75,93.4,59.35
2022-04-07,47.85,41.2,89.05000000000001,-23.149999999999995
2022-04-13,38.65,40.6,79.25,-93.45000000000002
2022-04-21,58.2,45.75,103.95,-84.75
2022-04-28,45.6,63.9,109.5,12.049999999999997
