date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2021-06-10,25.55,30.7,56.25,31.549999999999997
2021-06-17,20.55,39.05,59.599999999999994,18.999999999999993
2021-06-24,37.2,30.55,67.75,17.400000000000002
2021-07-01,17.45,28.25,45.7,34.7
2021-07-08,18.15,23.4,41.55,-141.84999999999997
2021-07-15,21.5,18.75,40.25,11.149999999999999
2021-07-22,11.85,29.4,41.25,29.6
2021-07-29,30.55,37.7,68.25,42.0
2021-08-05,22.9,25.35,48.25,15.599999999999998
2021-08-12,11.35,34.35,45.7,39.45
2021-08-18,22.2,19.8,42.0,-7.65
2021-08-26,13.75,37.05,50.8,51.6
2021-09-02,21.8,27.6,49.400000000000006,-29.450000000000006
2021-09-09,25.65,22.1,47.75,44.9
2021-09-16,11.7,27.75,39.45,24.3
2021-09-23,26.95,24.7,51.65,-102.55
2021-09-30,34.15,50.35,84.5,64.39999999999999
2021-10-07,21.5,35.3,56.8,66.5
2021-10-14,23.5,32.05,55.55,34.0
2021-10-21,31.95,33.6,65.55,4.600000000000005
2021-10-28,46.05,41.9,87.94999999999999,-36.75
2021-11-03,31.45,40.65,72.1,-2.099999999999998
2021-11-11,41.1,36.2,77.30000000000001,0.3500000000000023
2021-11-18,42.8,38.0,80.8,3.6999999999999975
2021-11-25,26.85,45.85,72.7,18.950000000000006
2021-12-02,45.4,51.8,97.19999999999999,28.85
2021-12-09,25.35,42.7,68.05000000000001,26.300000000000004
2021-12-16,39.15,41.15,80.3,18.0
2021-12-23,25.35,40.55,65.9,77.95
2021-12-30,22.5,40.05,62.55,78.1
2022-01-06,35.35,40.0,75.35,55.7
2022-01-13,38.7,24.65,63.35,76.25
2022-01-20,35.05,33.15,68.19999999999999,-13.100000000000001
2022-01-27,55.75,60.4,116.15,86.0
2022-02-03,38.5,27.8,66.3,8.349999999999996
2022-02-10,49.8,36.0,85.8,-40.10000000000001
2022-02-17,42.4,37.75,80.15,98.05
2022-02-24,68.4,82.05,150.45,-159.10000000000002
2022-03-03,44.9,57.0,101.9,1.2999999999999936
2022-03-10,49.2,56.05,105.25,-36.60000000000001
2022-03-17,39.55,54.0,93.55,26.299999999999997
2022-03-24,42.45,45.3,87.75,110.85000000000001
2022-03-31,23.65,28.75,52.4,22.200000000000003
2022-04-07,25.7,38.7,64.4,-79.49999999999999
2022-04-13,25.35,40.6,65.95,3.8999999999999986
2022-04-21,30.45,29.55,60.0,-116.85
2022-04-28,36.25,39.4,75.65,-53.900000000000006
2022-05-05,47.5,52.65,100.15,-3.6500000000000075
2022-05-12,55.05,43.0,98.05,80.1
2022-05-19,35.8,57.5,93.3,0.850000000000005
2022-05-26,47.85,50.3,98.15,-102.8
2022-06-02,41.55,56.25,97.8,36.25
2022-06-09,32.75,48.25,81.0,24.599999999999998
2022-06-16,26.3,41.95,68.25,-311.50000000000006
2022-06-23,42.05,61.85,103.9,-11.400000000000002
2022-06-30,41.3,53.85,95.15,98.05
2022-07-07,31.95,48.4,80.35,80.1
2022-07-14,33.35,51.5,84.85,15.650000000000007
2022-07-21,24.95,35.85,60.8,18.65
2022-07-28,36.7,32.0,68.7,-3.650000000000004
2022-08-04,31.7,40.5,72.2,64.85
2022-08-11,40.35,35.9,76.25,86.6
2022-08-18,33.65,36.85,70.5,28.400000000000002
2022-08-25,23.2,23.25,46.45,-102.2
2022-09-01,45.85,47.4,93.25,-91.85
2022-09-08,38.65,41.9,80.55,90.64999999999999
2022-09-15,41.45,43.7,85.15,-1.000000000000007
2022-09-22,53.4,46.65,100.05,84.75
2022-09-29,47.25,44.35,91.6,-8.549999999999994
2022-10-06,26.8,36.5,63.3,59.9
2022-10-13,44.95,39.7,84.65,62.60000000000001
2022-10-20,17.2,30.9,48.099999999999994,6.3500000000000085
2022-10-27,28.8,32.05,60.849999999999994,10.2
2022-11-03,21.3,37.2,58.5,58.25
2022-11-10,24.0,29.8,53.8,4.399999999999993
2022-11-17,28.1,20.95,49.05,12.7
2022-11-24,10.95,23.55,34.5,-23.699999999999996
2022-12-01,18.15,30.25,48.4,-3.099999999999995
2022-12-08,29.35,24.9,54.25,54.35
2022-12-15,18.9,28.55,47.45,-110.44999999999999
2022-12-22,41.0,35.4,76.4,76.2
2022-12-29,23.6,24.65,48.25,2.5500000000000043
2023-01-05,35.5,33.6,69.1,-0.49999999999998934
2023-01-12,37.55,49.95,87.5,3.1499999999999986
2023-01-19,34.4,33.6,68.0,73.45
2023-01-25,37.0,17.0,54.0,-8.750000000000002
2023-02-02,37.0,66.5,103.5,127.99999999999999
2023-02-09,26.95,38.95,65.9,31.05
2023-02-16,20.95,28.45,49.4,-0.9999999999999929
2023-02-23,32.35,25.4,57.75,6.299999999999997
2023-03-02,31.3,28.5,59.8,40.7
2023-03-09,25.15,22.7,47.849999999999994,-5.949999999999996
2023-03-16,40.6,28.15,68.75,13.99999999999999
2023-03-23,28.0,43.7,71.7,-5.4
2023-03-29,23.85,41.5,65.35,2.3000000000000007
2023-04-06,28.05,29.75,57.8,11.449999999999994
2023-04-13,19.0,29.8,48.8,-6.100000000000001
2023-04-20,23.75,21.05,44.8,5.949999999999996
2023-04-27,22.2,20.95,43.15,7.750000000000001
2023-05-04,18.55,27.25,45.8,2.6499999999999986
2023-05-11,22.65,33.8,56.449999999999996,56.05
2023-05-18,22.45,18.55,41.0,-7.600000000000004
2023-05-25,19.5,33.1,52.6,12.299999999999999
2023-06-01,22.55,26.1,48.650000000000006,35.45
2023-06-08,32.95,17.5,50.45,-26.149999999999995
2023-06-15,27.15,16.05,43.2,42.05
2023-06-22,21.2,27.6,48.8,-14.25
2023-06-28,20.3,26.95,47.25,10.099999999999996
2023-07-06,28.05,41.85,69.9,9.950000000000003
2023-07-13,31.95,21.6,53.55,38.95
2023-07-20,29.6,37.2,66.80000000000001,-23.150000000000002
2023-07-27,22.85,22.9,45.75,-156.85
2023-08-03,36.05,40.05,76.1,-4.300000000000008
2023-08-10,36.8,40.4,77.19999999999999,75.05
2023-08-17,25.6,39.8,65.4,7.449999999999998
2023-08-24,32.15,33.95,66.1,-95.5
2023-08-31,22.7,26.25,48.95,-23.6
2023-09-07,14.2,25.3,39.5,-33.1
2023-09-14,33.85,28.4,62.25,73.15
2023-09-21,19.2,35.9,55.099999999999994,-13.400000000000006
2023-09-28,22.0,43.9,65.9,-55.150000000000006
2023-10-05,22.85,19.9,42.75,26.800000000000004
2023-10-12,20.15,24.8,44.95,54.2
2023-10-19,15.25,29.95,45.2,-54.59999999999999
2023-10-26,32.75,49.1,81.85,7.399999999999999
2023-11-02,15.8,35.0,50.8,-4.450000000000004
2023-11-09,25.35,16.9,42.25,4.199999999999999
2023-11-16,27.85,25.25,53.1,-57.75000000000001
2023-11-23,19.95,22.5,42.45,20.949999999999996
2023-11-30,25.85,29.5,55.35,65.30000000000001
2023-12-07,21.95,34.65,56.599999999999994,61.15
2023-12-14,23.05,23.6,46.650000000000006,18.35
2023-12-21,45.0,42.55,87.55,21.850000000000005
2023-12-28,35.45,37.05,72.5,93.1
2024-01-04,18.7,33.5,52.2,54.699999999999996
2024-01-11,19.15,35.35,54.5,-3.7499999999999947
2024-01-18,39.1,45.7,84.80000000000001,-2.8499999999999943
2024-01-25,38.3,46.55,84.85,38.15
2024-02-01,68.95,83.1,152.05,190.75
2024-02-08,38.7,37.15,75.85,-32.999999999999986
2024-02-15,46.85,47.75,94.6,95.6
2024-02-22,43.8,48.45,92.25,-27.050000000000004
2024-02-29,51.2,53.95,105.15,130.55
2024-03-07,24.15,36.3,60.449999999999996,76.19999999999999
2024-03-14,55.25,53.0,108.25,-10.5
2024-03-21,25.2,32.35,57.55,57.25
2024-03-28,40.85,33.45,74.30000000000001,-188.9
2024-04-04,35.7,39.2,74.9,155.8
2024-04-10,33.4,50.45,83.85,91.64999999999999
2024-04-18,25.2,24.4,49.599999999999994,-159.4
2024-04-25,33.1,31.5,64.6,3.70000000000001
2024-05-02,41.15,36.05,77.19999999999999,87.95
2024-05-09,39.3,63.5,102.8,-1.549999999999999
2024-05-16,36.5,43.45,79.95,-50.4
2024-05-23,45.05,49.15,94.19999999999999,-22.500000000000007
2024-06-13,41.5,51.6,93.1,100.4
2024-06-20,42.5,59.15,101.65,113.35
2024-06-27,48.95,63.4,112.35,18.75
2024-07-04,36.15,44.45,80.6,42.1
2024-07-11,20.65,31.6,52.25,-23.650000000000006
2024-07-18,36.65,31.8,68.45,-209.4
2024-07-25,34.45,45.0,79.45,21.750000000000007
2024-08-01,41.1,32.75,73.85,85.5
2024-08-08,63.3,68.65,131.95,-17.39999999999999
2024-08-14,43.6,47.1,90.7,103.75
2024-08-22,33.5,33.75,67.25,76.35
2024-08-29,34.9,34.4,69.3,12.25
2024-09-05,41.7,59.5,101.2,61.050000000000004
2024-09-12,36.2,35.05,71.25,-195.6
2024-09-19,44.6,44.35,88.95,-28.199999999999996
2024-09-26,45.1,39.15,84.25,7.4999999999999964
2024-10-03,43.8,67.0,110.8,-45.99999999999999
2024-10-10,46.3,47.2,93.5,74.30000000000001
2024-10-17,45.55,39.5,85.05,4.149999999999997
2024-10-24,38.95,55.5,94.45,107.6
2024-10-31,43.75,39.6,83.35,47.1
2024-11-07,44.6,46.75,91.35,0.6500000000000004
2024-11-14,51.6,66.75,118.35,41.25
2024-11-21,35.05,69.3,104.35,138.05
2024-11-28,60.85,61.2,122.05000000000001,-221.35000000000002
2024-12-05,71.1,93.35,164.45,71.0
2024-12-12,26.25,38.85,65.1,0.6499999999999968
2024-12-19,43.55,58.35,101.9,143.45
2024-12-26,40.95,32.8,73.75,-4.850000000000005
2025-01-02,71.55,88.45,160.0,-18.90000000000002
2025-01-09,28.5,42.7,71.2,-0.9500000000000028
2025-01-16,28.7,21.4,50.099999999999994,60.400000000000006
