date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2021-06-10,8.9,16.9,25.799999999999997,25.599999999999998
2021-06-17,13.95,19.4,33.349999999999994,-3.2500000000000018
2021-06-24,17.75,13.85,31.6,44.599999999999994
2021-07-01,8.9,18.3,27.200000000000003,18.950000000000003
2021-07-08,9.8,7.4,17.200000000000003,-2.2500000000000036
2021-07-15,7.3,16.65,23.95,16.799999999999997
2021-07-22,4.1,5.65,9.75,9.55
2021-07-29,4.95,8.25,13.2,13.0
2021-08-05,7.85,18.15,26.0,22.099999999999998
2021-08-12,5.3,8.75,14.05,13.75
2021-08-18,8.5,11.35,19.85,17.25
2021-08-26,13.0,12.5,25.5,34.699999999999996
2021-09-02,13.25,11.65,24.9,-4.9
2021-09-09,13.05,14.8,27.85,8.25
2021-09-16,9.65,10.3,19.950000000000003,4.800000000000003
2021-09-23,13.95,17.4,31.349999999999998,9.999999999999996
2021-09-30,22.45,13.9,36.35,33.5
2021-10-07,6.2,12.05,18.25,10.350000000000001
2021-10-14,15.9,14.45,30.35,5.350000000000001
2021-10-21,24.9,11.65,36.55,67.6
2021-10-28,17.0,26.15,43.15,-72.0
2021-11-03,19.5,15.4,34.9,15.849999999999998
2021-11-11,23.2,17.65,40.849999999999994,40.5
2021-11-18,23.9,24.45,48.349999999999994,43.900000000000006
2021-11-25,17.65,20.35,38.0,18.549999999999997
2021-12-02,15.0,16.65,31.65,28.499999999999993
2021-12-09,18.45,20.75,39.2,39.650000000000006
2021-12-16,12.0,22.95,34.95,4.350000000000003
2021-12-23,18.6,17.2,35.8,22.200000000000003
2021-12-30,5.2,13.75,18.95,17.6
2022-01-06,13.8,21.2,35.0,21.25
2022-01-13,13.3,7.45,20.75,12.5
2022-01-20,12.1,8.55,20.65,0.899999999999995
2022-01-27,14.5,16.65,31.15,-115.80000000000001
2022-02-03,18.1,11.6,29.700000000000003,29.8
2022-02-10,13.7,19.85,33.55,16.150000000000006
2022-02-17,14.3,20.2,34.5,31.849999999999998
2022-02-24,25.0,34.0,59.0,-58.0
2022-03-03,22.3,23.95,46.25,45.900000000000006
2022-03-10,33.8,27.6,61.4,0.34999999999999964
2022-03-17,21.9,28.4,50.3,49.849999999999994
2022-03-24,15.95,16.35,32.3,32.15
2022-03-31,15.2,14.15,29.35,15.599999999999994
2022-04-07,13.0,7.85,20.85,-31.55
2022-04-13,13.3,18.5,31.8,31.6
2022-04-21,9.45,11.15,20.6,26.549999999999997
2022-04-28,14.05,22.25,36.3,11.85
2022-05-05,19.15,13.9,33.05,-2.25
2022-05-12,24.9,16.35,41.25,63.75
2022-05-19,15.05,25.1,40.150000000000006,50.75
2022-05-26,13.6,30.15,43.75,-5.649999999999995
2022-06-02,17.8,18.95,36.75,36.5
2022-06-09,19.35,12.55,31.900000000000002,-32.9
2022-06-16,17.9,12.7,30.599999999999998,-2.6500000000000004
2022-06-23,22.85,19.9,42.75,5.4
2022-06-30,17.4,34.4,51.8,51.599999999999994
2022-07-07,17.05,19.0,36.05,35.8
2022-07-14,13.1,25.1,38.2,-20.15
2022-07-21,12.75,10.6,23.35,19.25
2022-07-28,11.35,13.95,25.299999999999997,25.1
2022-08-04,14.45,23.6,38.05,61.099999999999994
2022-08-11,19.55,11.35,30.9,30.7
2022-08-18,6.75,12.0,18.75,12.8
2022-08-25,19.7,14.0,33.7,-78.39999999999999
2022-09-01,29.2,30.8,60.0,78.05
2022-09-08,22.65,21.65,44.3,23.799999999999997
2022-09-15,23.65,13.9,37.55,-22.0
2022-09-22,11.65,26.35,38.0,-24.55000000000001
2022-09-29,17.9,11.6,29.5,29.249999999999996
2022-10-06,12.8,12.95,25.75,22.35
2022-10-13,21.95,21.2,43.15,27.100000000000005
2022-10-20,11.55,12.25,23.8,8.950000000000001
2022-10-27,9.0,12.2,21.2,20.35
2022-11-03,15.05,12.15,27.200000000000003,40.6
2022-11-10,17.2,11.35,28.549999999999997,16.400000000000002
2022-11-17,5.0,8.25,13.25,5.45
