date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2021-06-10,11.8,15.7,27.5,27.299999999999997
2021-06-17,17.9,21.25,39.15,-0.8000000000000007
2021-06-24,11.5,23.2,34.7,47.7
2021-07-01,9.95,8.8,18.75,18.5
2021-07-08,12.5,19.6,32.1,-73.30000000000001
2021-07-15,13.05,17.2,30.25,23.099999999999998
2021-07-22,5.7,18.3,24.0,21.05
2021-07-29,20.25,14.0,34.25,42.05
2021-08-05,10.7,22.4,33.099999999999994,23.9
2021-08-12,13.35,15.95,29.299999999999997,23.05
2021-08-18,11.9,21.3,33.2,-2.549999999999999
2021-08-26,10.0,23.05,33.05,43.2
2021-09-02,11.2,24.9,36.099999999999994,9.55
2021-09-09,10.35,13.65,24.0,23.75
2021-09-16,21.15,12.7,33.849999999999994,-56.599999999999994
2021-09-23,15.65,22.55,38.2,-44.75
2021-09-30,27.1,28.75,55.85,-3.250000000000007
2021-10-07,24.0,18.0,42.0,36.45
2021-10-14,10.1,11.8,21.9,21.450000000000003
2021-10-21,35.05,32.65,67.69999999999999,75.95
2021-10-28,23.05,28.55,51.6,-70.6
2021-11-03,20.8,19.6,40.400000000000006,-11.8
2021-11-11,31.1,25.05,56.150000000000006,55.8
2021-11-18,27.05,34.75,61.8,31.15
2021-11-25,31.95,40.15,72.1,60.05
2021-12-02,20.7,26.45,47.15,44.0
2021-12-09,26.45,30.4,56.849999999999994,49.6
2021-12-16,20.25,25.8,46.05,19.65
2021-12-23,14.6,17.0,31.6,26.849999999999998
2021-12-30,13.5,30.5,44.0,51.95
2022-01-06,13.2,16.8,30.0,16.799999999999997
2022-01-13,20.2,17.95,38.15,-2.150000000000004
2022-01-20,32.45,20.6,53.050000000000004,46.300000000000004
2022-01-27,23.3,36.15,59.45,-83.5
2022-02-03,23.45,18.15,41.599999999999994,41.699999999999996
2022-02-10,14.6,15.1,29.7,29.4
2022-02-17,23.2,37.4,60.599999999999994,64.85
2022-02-24,35.9,43.5,79.4,-49.4
2022-03-03,30.95,41.5,72.45,16.949999999999996
2022-03-10,26.0,24.95,50.95,-9.999999999999991
2022-03-17,22.05,37.05,59.099999999999994,58.65
2022-03-24,36.7,21.2,57.900000000000006,80.5
2022-03-31,14.85,26.8,41.65,27.899999999999995
2022-04-07,17.8,23.75,41.55,12.249999999999996
2022-04-13,28.35,19.5,47.85,47.650000000000006
2022-04-21,24.05,25.0,49.05,20.25
2022-04-28,14.25,23.85,38.1,-16.55
2022-05-05,30.55,23.3,53.85,5.550000000000001
2022-05-12,29.35,25.45,54.8,77.3
2022-05-19,18.2,42.55,60.75,11.999999999999996
2022-05-26,25.6,29.2,54.8,-229.9
2022-06-02,25.75,32.5,58.25,63.0
2022-06-09,17.6,20.6,38.2,-9.949999999999996
2022-06-16,34.65,22.85,57.5,-177.25
2022-06-23,34.05,33.3,67.35,17.4
2022-06-30,29.15,33.65,62.8,62.6
2022-07-07,24.35,26.4,50.75,50.5
2022-07-14,28.95,19.8,48.75,-4.399999999999999
2022-07-21,24.45,21.7,46.15,40.550000000000004
2022-07-28,21.9,21.7,43.599999999999994,18.349999999999998
2022-08-04,34.1,32.15,66.25,35.1
2022-08-11,21.95,20.25,42.2,42.0
2022-08-18,25.95,22.15,48.099999999999994,23.6
2022-08-25,27.1,20.15,47.25,-93.9
2022-09-01,26.6,37.2,63.800000000000004,-9.19999999999999
2022-09-08,19.2,23.8,43.0,42.0
2022-09-15,33.55,19.05,52.599999999999994,-6.950000000000003
2022-09-22,18.2,36.95,55.150000000000006,41.900000000000006
2022-09-29,33.1,21.0,54.1,40.15
2022-10-06,19.75,18.9,38.65,38.849999999999994
2022-10-13,34.4,29.45,63.849999999999994,18.599999999999994
2022-10-20,12.25,22.2,34.45,19.6
2022-10-27,19.7,25.7,45.4,54.5
2022-11-03,14.0,18.6,32.6,32.35
2022-11-10,11.65,23.3,34.95,5.500000000000001
2022-11-17,15.85,16.75,32.6,-18.3
2022-11-24,9.1,14.65,23.75,-40.5
2022-12-01,21.1,15.1,36.2,-13.250000000000002
2022-12-08,22.9,16.6,39.5,40.65
2022-12-15,16.9,14.15,31.049999999999997,-60.49999999999999
2022-12-22,27.7,19.7,47.4,51.60000000000001
2022-12-29,23.15,18.95,42.099999999999994,-19.05
2023-01-05,24.55,30.6,55.150000000000006,18.050000000000004
2023-01-12,25.3,16.15,41.45,49.599999999999994
2023-01-19,11.8,16.65,28.45,35.55
2023-01-25,29.8,21.8,51.6,7.699999999999999
2023-02-02,26.35,36.0,62.35,57.95
2023-02-09,19.0,23.0,42.0,36.6
2023-02-16,11.85,25.45,37.3,5.25
2023-02-23,24.5,19.5,44.0,15.5
2023-03-02,16.6,17.5,34.1,21.950000000000003
2023-03-09,12.55,17.5,30.05,-31.20000000000001
2023-03-16,18.95,23.65,42.599999999999994,30.0
2023-03-23,17.55,28.8,46.35,1.5999999999999943
2023-03-29,22.8,27.15,49.95,-8.699999999999994
2023-04-06,10.3,24.85,35.150000000000006,-10.85
2023-04-13,13.6,20.65,34.25,17.200000000000003
2023-04-20,13.9,18.1,32.0,23.85
2023-04-27,23.2,10.5,33.7,5.5
2023-05-04,8.55,19.3,27.85,2.799999999999999
2023-05-11,20.65,17.8,38.45,40.35
2023-05-18,19.9,10.85,30.75,-12.749999999999998
2023-05-25,14.85,18.45,33.3,-0.6999999999999975
2023-06-01,13.65,21.9,35.55,3.9000000000000004
2023-06-08,15.2,17.85,33.05,-30.1
2023-06-15,14.7,19.1,33.8,22.05
2023-06-22,19.7,18.6,38.3,-40.25
2023-06-28,15.0,16.9,31.9,46.199999999999996
2023-07-06,19.7,32.5,52.2,51.099999999999994
2023-07-13,12.1,14.7,26.799999999999997,1.4499999999999948
2023-07-20,13.3,26.1,39.400000000000006,4.550000000000008
2023-07-27,20.5,26.3,46.8,-7.2499999999999964
2023-08-03,17.05,22.5,39.55,-15.300000000000004
2023-08-10,16.35,14.7,31.05,30.9
2023-08-17,18.7,22.45,41.15,51.0
2023-08-24,22.65,10.85,33.5,3.550000000000003
2023-08-31,13.65,24.2,37.85,4.999999999999999
2023-09-07,18.35,23.7,42.05,-85.25
2023-09-14,13.95,29.05,43.0,42.95
2023-09-21,5.9,32.45,38.35,41.0
2023-09-28,12.45,27.4,39.849999999999994,5.199999999999996
2023-10-05,5.45,14.95,20.4,38.0
2023-10-12,9.5,12.7,22.2,33.35
2023-10-19,10.25,7.6,17.85,17.65
2023-10-26,22.15,23.35,45.5,45.099999999999994
2023-11-02,11.0,12.45,23.45,15.4
2023-11-09,5.35,23.1,28.450000000000003,8.150000000000004
2023-11-16,25.6,9.1,34.7,-111.80000000000001
2023-11-23,5.7,10.1,15.8,15.600000000000001
2023-11-30,9.65,18.6,28.25,-26.999999999999993
2023-12-07,8.95,17.55,26.5,27.1
2023-12-14,12.45,16.0,28.45,21.549999999999997
2023-12-21,18.9,15.05,33.95,25.150000000000013
2023-12-28,32.0,15.25,47.25,34.1
2024-01-04,14.95,7.1,22.049999999999997,32.05
2024-01-11,10.8,20.8,31.6,-8.35
2024-01-18,17.45,27.2,44.65,39.55
2024-01-25,35.05,29.2,64.25,81.3
2024-02-01,55.1,48.35,103.45,103.3
