Date,vix,Position,Action,PE_Long_Time,PE_Short_Time,CE_Short_Time,CE_Long_Time,Index Value,PE_Long_Strike,PE_Short_Strike,CE_Short_Strike,CE_Long_Strike,ExpiryDate,DaysToExpiry,Day,PE_Long_Premium,PE_Short_Premium,CE_Short_Premium,CE_Long_Premium,PE_Long_Stoploss,PE_Short_Stoploss,CE_Short_Stoploss,CE_Long_Stoploss,PE_Short_target,CE_Short_target,PE_Long_Exit,PE_Short_Exit,CE_Short_Exit,CE_Long_Exit
2025-07-01,12.67,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,83776.97,83000,83500,84100,84500,2025-07-01 00:00:00,0.25,Tuesday,27.05,87.6,82.4,26.45,0,262.79999999999995,247.20000000000002,0,17.52,16.48,,,,
2025-07-01,,0,Long,2025-07-01 12:36:00,2025-07-01 12:36:00,2025-07-01 10:52:00,2025-07-01 10:52:00,,83000,83500,84100,84500,2025-07-01 00:00:00,0.25,Tuesday,"[4.45, 4.45]","[16.8, 16.8]","[16.0, 16.0]","[5.1, 5.1]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-02,12.43,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,83820.52,81600,82500,85100,85800,2025-07-08 00:00:00,4.0,Wednesday,28.9,87.4,88.3,29.2,0,262.20000000000005,264.9,0,17.48,17.66,,,,
2025-07-02,,0,Long,2025-07-08 09:15:00,2025-07-08 09:15:00,2025-07-04 09:23:00,2025-07-04 09:23:00,,81600,82500,85100,85800,2025-07-08 00:00:00,4.0,Wednesday,"[3.0, 3.0]","[15.0, 15.0]","[17.35, 17.35]","[6.45, 6.45]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-03,12.44,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,83355.3,81400,82300,84500,85200,2025-07-08 00:00:00,3.0,Thursday,34.6,107.5,89.8,29.2,0,322.5,269.4,0,21.5,17.96,,,,
2025-07-03,,0,Long,2025-07-07 09:55:00,2025-07-07 09:55:00,2025-07-07 10:10:00,2025-07-07 10:10:00,,81400,82300,84500,85200,2025-07-08 00:00:00,3.0,Thursday,"[4.6, 4.6]","[21.5, 21.5]","[17.0, 17.0]","[3.85, 3.85]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-04,12.31,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,83322.12,81800,82400,84200,84800,2025-07-08 00:00:00,2.0,Friday,27.75,77.75,86.1,29.35,0,233.25,258.29999999999995,0,15.55,17.22,,,,
2025-07-04,,0,Long,2025-07-08 09:16:00,2025-07-08 09:16:00,2025-07-08 09:21:00,2025-07-08 09:21:00,,81800,82400,84200,84800,2025-07-08 00:00:00,2.0,Friday,"[3.45, 3.45]","[15.4, 15.4]","[16.4, 16.4]","[3.0, 3.0]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-07,12.66,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,83367.05,82200,82700,84100,84600,2025-07-08 00:00:00,1.0,Monday,24.25,69.25,51.6,15.9,0,207.75,154.8,0,13.850000000000001,10.32,,,,
2025-07-07,,0,Long,2025-07-08 09:31:00,2025-07-08 09:31:00,2025-07-08 10:00:00,2025-07-08 10:00:00,,82200,82700,84100,84600,2025-07-08 00:00:00,1.0,Monday,"[3.45, 3.45]","[11.05, 11.05]","[10.25, 10.25]","[2.85, 2.85]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-08,12.47,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,83494.14,82800,83200,83800,84100,2025-07-08 00:00:00,0.25,Tuesday,20.3,63.35,49.05,16.4,0,190.05,147.14999999999998,0,12.670000000000002,9.81,,,,
2025-07-08,,0,Long,2025-07-08 12:30:00,2025-07-08 12:30:00,2025-07-08 13:23:00,2025-07-08 13:23:00,,82800,83200,83800,84100,2025-07-08 00:00:00,0.25,Tuesday,"[3.55, 3.55]","[12.1, 12.1]","[8.0, 8.0]","[3.3, 3.3]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-09,11.86,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,83555.96,81600,82400,84800,85400,2025-07-15 00:00:00,4.0,Wednesday,27.55,80.45,72.7,25.9,0,241.35000000000002,218.10000000000002,0,16.09,14.540000000000001,,,,
2025-07-09,,0,Long,2025-07-14 09:17:00,2025-07-14 09:17:00,2025-07-11 09:15:00,2025-07-11 09:15:00,,81600,82400,84800,85400,2025-07-15 00:00:00,4.0,Wednesday,"[48.2, 1.7]","[259.5, 12.6]","[12.0, 12.0]","[3.05, 3.05]",0,,,0,,,Exit,SL hit,Target hit,Exit
2025-07-10,11.86,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,83482.16,81600,82400,84600,85300,2025-07-15 00:00:00,3.0,Thursday,23.3,73.6,68.8,21.9,0,220.79999999999998,206.39999999999998,0,14.719999999999999,13.76,,,,
2025-07-10,,0,Long,2025-07-11 11:04:00,2025-07-11 11:04:00,2025-07-11 09:59:00,2025-07-11 09:59:00,,81600,82400,84600,85300,2025-07-15 00:00:00,3.0,Thursday,"[55.35, 1.7]","[224.2, 12.6]","[13.35, 13.35]","[5.4, 5.4]",0,,,0,,,Exit,SL hit,Target hit,Exit
2025-07-11,11.69,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82994.87,81400,82100,83900,84500,2025-07-15 00:00:00,2.0,Friday,16.95,55.05,63.2,20.3,0,165.14999999999998,189.60000000000002,0,11.01,12.64,,,,
2025-07-11,,0,Long,2025-07-14 09:25:00,2025-07-14 09:25:00,2025-07-14 09:17:00,2025-07-14 09:17:00,,81400,82100,83900,84500,2025-07-15 00:00:00,2.0,Friday,"[43.15, 1.65]","[186.15, 2.3]","[11.85, 11.85]","[5.15, 5.15]",0,,,0,,,Exit,SL hit,Target hit,Exit
2025-07-14,12.15,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82209.0,81100,81600,82800,83400,2025-07-15 00:00:00,1.0,Monday,19.95,56.9,72.5,22.45,0,170.7,217.5,0,11.38,14.5,,,,
2025-07-14,,0,Long,2025-07-15 09:16:00,2025-07-15 09:16:00,2025-07-15 10:22:00,2025-07-15 10:22:00,,81100,81600,82800,83400,2025-07-15 00:00:00,1.0,Monday,"[3.5, 3.5]","[9.85, 9.85]","[14.5, 14.5]","[4.45, 4.45]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-15,11.8,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82440.73,81800,82100,82700,83000,2025-07-15 00:00:00,0.25,Tuesday,10.0,27.85,48.9,17.6,0,83.55000000000001,146.7,0,5.57,9.780000000000001,,,,
2025-07-15,,0,Long,2025-07-15 13:01:00,2025-07-15 13:01:00,2025-07-15 11:07:00,2025-07-15 11:07:00,,81800,82100,82700,83000,2025-07-15 00:00:00,0.25,Tuesday,"[3.0, 3.0]","[5.55, 5.55]","[156.3, 5.25]","[58.85, 2.8]",0,,,0,,,Exit,Target hit,SL hit,Exit
2025-07-16,11.59,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82422.81,80200,81200,83600,84300,2025-07-22 00:00:00,4.0,Wednesday,23.75,75.25,70.3,22.5,0,225.75,210.89999999999998,0,15.05,14.06,,,,
2025-07-16,,0,Long,2025-07-21 15:19:00,2025-07-21 15:19:00,2025-07-18 10:30:00,2025-07-18 10:30:00,,80200,81200,83600,84300,2025-07-22 00:00:00,4.0,Wednesday,"[3.45, 3.45]","[13.55, 13.55]","[13.75, 13.75]","[5.55, 5.55]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-17,11.2,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82626.07,80800,81600,83600,84200,2025-07-22 00:00:00,3.0,Thursday,21.65,66.0,66.7,23.3,0,198.0,200.10000000000002,0,13.200000000000001,13.340000000000002,,,,
2025-07-17,,0,Long,2025-07-18 10:17:00,2025-07-18 10:17:00,2025-07-18 10:35:00,2025-07-18 10:35:00,,80800,81600,83600,84200,2025-07-22 00:00:00,3.0,Thursday,"[63.6, 0.9]","[226.7, 1.5]","[13.15, 13.15]","[5.95, 5.95]",0,,,0,,,Exit,SL hit,Target hit,Exit
2025-07-18,11.19,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82074.1,80700,81300,82900,83500,2025-07-22 00:00:00,2.0,Friday,22.15,64.3,84.6,26.05,0,192.89999999999998,253.79999999999998,0,12.86,16.919999999999998,,,,
2025-07-18,,0,Long,2025-07-22 09:15:00,2025-07-22 09:15:00,2025-07-21 09:27:00,2025-07-21 09:27:00,,80700,81300,82900,83500,2025-07-22 00:00:00,2.0,Friday,"[2.55, 2.55]","[7.0, 7.0]","[16.0, 16.0]","[6.0, 6.0]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-21,11.6,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,81570.21,80500,81000,82200,82800,2025-07-22 00:00:00,1.0,Monday,21.9,67.3,61.25,18.4,0,201.89999999999998,183.75,0,13.46,12.25,,,,
2025-07-21,,0,Long,2025-07-21 14:57:00,2025-07-21 14:57:00,2025-07-21 09:55:00,2025-07-21 09:55:00,,80500,81000,82200,82800,2025-07-22 00:00:00,1.0,Monday,"[5.35, 5.35]","[13.3, 13.3]","[195.25, 25.35]","[58.05, 1.3]",0,,,0,,,Exit,Target hit,SL hit,Exit
2025-07-22,11.06,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82357.95,81800,82100,82700,83000,2025-07-22 00:00:00,0.25,Tuesday,19.55,54.0,31.55,11.55,0,162.0,94.65,0,10.8,6.3100000000000005,,,,
2025-07-22,,0,Long,2025-07-22 13:03:00,2025-07-22 13:03:00,2025-07-22 13:06:00,2025-07-22 13:06:00,,81800,82100,82700,83000,2025-07-22 00:00:00,0.25,Tuesday,"[4.35, 4.35]","[10.8, 10.8]","[5.95, 5.95]","[2.85, 2.85]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-23,10.62,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82360.83,80500,81300,83500,84200,2025-07-29 00:00:00,4.0,Wednesday,22.9,67.35,59.0,18.3,0,202.04999999999998,177.0,0,13.469999999999999,11.8,,,,
2025-07-23,,0,Long,2025-07-25 12:23:00,2025-07-25 12:23:00,2025-07-25 13:38:00,2025-07-25 13:38:00,,80500,81300,83500,84200,2025-07-29 00:00:00,4.0,Wednesday,"[52.1, 1.25]","[204.65, 79.1]","[11.7, 11.7]","[5.95, 5.95]",0,,,0,,,Exit,SL hit,Target hit,Exit
2025-07-24,10.55,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,82551.87,80900,81700,83500,84100,2025-07-29 00:00:00,3.0,Thursday,23.55,67.7,53.7,17.35,0,203.10000000000002,161.10000000000002,0,13.540000000000001,10.740000000000002,,,,
2025-07-24,,0,Long,2025-07-24 12:06:00,2025-07-24 12:06:00,2025-07-25 15:06:00,2025-07-25 15:06:00,,80900,81700,83500,84100,2025-07-29 00:00:00,3.0,Thursday,"[64.7, 1.65]","[208.6, 469.0]","[10.7, 10.7]","[5.5, 5.5]",0,,,0,,,Exit,SL hit,Target hit,Exit
2025-07-25,11.02,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,81992.43,80500,81200,82800,83400,2025-07-29 00:00:00,2.0,Friday,25.75,74.75,89.75,31.25,0,224.25,269.25,0,14.950000000000001,17.95,,,,
2025-07-25,,0,Long,2025-07-28 09:16:00,2025-07-28 09:16:00,2025-07-28 09:16:00,2025-07-28 09:16:00,,80500,81200,82800,83400,2025-07-29 00:00:00,2.0,Friday,"[47.45, 1.25]","[233.0, 12.75]","[12.8, 12.8]","[5.75, 5.75]",0,,,0,,,Exit,SL hit,Target hit,Exit
2025-07-28,11.69,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,81243.5,80100,80600,81800,82400,2025-07-29 00:00:00,1.0,Monday,15.4,46.65,75.15,24.15,0,139.95,225.45000000000002,0,9.33,15.030000000000001,,,,
2025-07-28,,0,Long,2025-07-29 13:07:00,2025-07-29 13:07:00,2025-07-29 09:16:00,2025-07-29 09:16:00,,80100,80600,81800,82400,2025-07-29 00:00:00,1.0,Monday,"[4.85, 4.85]","[9.25, 9.25]","[13.3, 13.3]","[5.75, 5.75]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-29,12.08,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80949.3,80200,80600,81200,81600,2025-07-29 00:00:00,0.25,Tuesday,15.4,47.8,85.65,28.2,0,143.39999999999998,256.95000000000005,0,9.56,17.130000000000003,,,,
2025-07-29,,0,Long,2025-07-29 13:07:00,2025-07-29 13:07:00,2025-07-29 11:49:00,2025-07-29 11:49:00,,80200,80600,81200,81600,2025-07-29 00:00:00,0.25,Tuesday,"[5.1, 5.1]","[9.25, 9.25]","[16.85, 16.85]","[7.6, 7.6]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-30,11.55,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,81371.08,79200,80200,82600,83500,2025-08-05 00:00:00,4.0,Wednesday,29.5,86.45,80.95,25.1,0,259.35,242.85000000000002,0,17.290000000000003,16.19,,,,
2025-07-30,,0,Long,2025-08-05 09:31:00,2025-08-05 09:31:00,2025-08-01 14:22:00,2025-08-01 14:22:00,,79200,80200,82600,83500,2025-08-05 00:00:00,4.0,Wednesday,"[2.45, 2.45]","[16.65, 16.65]","[15.9, 15.9]","[4.95, 4.95]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-31,11.99,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80981.32,78700,79900,82100,83000,2025-08-05 00:00:00,3.0,Thursday,39.85,121.55,88.5,27.65,0,364.65,265.5,0,24.310000000000002,17.7,,,,
2025-07-31,,0,Long,2025-08-04 13:47:00,2025-08-04 13:47:00,2025-07-31 13:38:00,2025-07-31 13:38:00,,78700,79900,82100,83000,2025-08-05 00:00:00,3.0,Thursday,"[3.15, 3.15]","[23.3, 23.3]","[276.3, 1.2]","[68.55, 0.95]",0,,,0,,,Exit,Target hit,SL hit,Exit
2025-08-01,11.79,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80915.46,79400,80100,81700,82300,2025-08-05 00:00:00,2.0,Friday,39.65,115.2,117.75,40.5,0,345.6,353.25,0,23.040000000000003,23.55,,,,
2025-08-01,,0,Long,2025-08-04 15:23:00,2025-08-04 15:23:00,2025-08-05 09:16:00,2025-08-05 09:16:00,,79400,80100,81700,82300,2025-08-05 00:00:00,2.0,Friday,"[6.25, 6.25]","[22.65, 22.65]","[23.2, 23.2]","[3.95, 3.95]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-08-04,12.28,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80860.84,79800,80300,81500,82000,2025-08-05 00:00:00,1.0,Monday,30.0,89.3,89.5,29.35,0,267.9,268.5,0,17.86,17.900000000000002,,,,
2025-08-04,,0,Long,2025-08-05 11:41:00,2025-08-05 11:41:00,2025-08-05 09:39:00,2025-08-05 09:39:00,,79800,80300,81500,82000,2025-08-05 00:00:00,1.0,Monday,"[4.8, 4.8]","[17.35, 17.35]","[16.3, 16.3]","[5.2, 5.2]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-08-05,11.92,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80818.01,80200,80500,81100,81500,2025-08-05 00:00:00,0.25,Tuesday,18.7,51.25,77.2,23.25,0,153.75,231.60000000000002,0,10.25,15.440000000000001,,,,
2025-08-05,,0,Long,2025-08-05 14:39:00,2025-08-05 14:39:00,2025-08-05 11:54:00,2025-08-05 11:54:00,,80200,80500,81100,81500,2025-08-05 00:00:00,0.25,Tuesday,"[2.0, 2.0]","[9.7, 9.7]","[14.8, 14.8]","[5.8, 5.8]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-08-06,11.89,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80784.89,78700,79600,82000,82700,2025-08-12 00:00:00,4.0,Wednesday,34.5,105.25,96.2,32.55,0,315.75,288.6,0,21.05,19.240000000000002,,,,
2025-08-06,,0,Long,2025-08-11 15:05:00,2025-08-11 15:05:00,2025-08-07 12:23:00,2025-08-07 12:23:00,,78700,79600,82000,82700,2025-08-12 00:00:00,4.0,Wednesday,"[5.75, 5.75]","[20.6, 20.6]","[18.6, 18.6]","[9.05, 9.05]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-08-07,11.77,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80378.86,78500,79400,81400,82100,2025-08-12 00:00:00,3.0,Thursday,29.35,88.9,88.8,28.95,0,266.70000000000005,266.4,0,17.78,17.76,,,,
2025-08-07,,0,Long,2025-08-11 14:39:00,2025-08-11 14:39:00,2025-08-11 09:15:00,2025-08-11 09:15:00,,78500,79400,81400,82100,2025-08-12 00:00:00,3.0,Thursday,"[5.25, 5.25]","[17.2, 17.2]","[17.3, 17.3]","[6.9, 6.9]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-08-08,12.01,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80325.39,78600,79400,81200,81800,2025-08-12 00:00:00,2.0,Friday,21.75,68.7,78.0,23.2,0,206.10000000000002,234.0,0,13.740000000000002,15.600000000000001,,,,
2025-08-08,,0,Long,2025-08-11 15:06:00,2025-08-11 15:06:00,2025-08-11 11:45:00,2025-08-11 11:45:00,,78600,79400,81200,81800,2025-08-12 00:00:00,2.0,Friday,"[5.0, 5.0]","[13.3, 13.3]","[15.6, 15.6]","[4.7, 4.7]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-08-11,12.5,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,79978.97,78900,79400,80600,81100,2025-08-12 00:00:00,1.0,Monday,26.5,74.95,83.4,28.55,0,224.85000000000002,250.20000000000002,0,14.990000000000002,16.680000000000003,,,,
2025-08-11,,0,Long,2025-08-11 15:04:00,2025-08-11 15:04:00,2025-08-12 09:26:00,2025-08-12 09:26:00,,78900,79400,80600,81100,2025-08-12 00:00:00,1.0,Monday,"[7.4, 7.4]","[14.95, 14.95]","[253.1, 5.5]","[55.2, 3.1]",0,,,0,,,Exit,Target hit,SL hit,Exit
2025-08-12,12.22,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80707.66,80000,80400,81000,81300,2025-08-12 00:00:00,0.25,Tuesday,19.55,61.1,72.7,25.6,0,183.3,218.10000000000002,0,12.22,14.540000000000001,,,,
2025-08-12,,0,Long,2025-08-12 15:00:00,2025-08-12 15:00:00,2025-08-12 11:55:00,2025-08-12 11:55:00,,80000,80400,81000,81300,2025-08-12 00:00:00,0.25,Tuesday,"[4.9, 4.9]","[130.3, 130.3]","[13.7, 13.7]","[5.85, 5.85]",0,,,0,,,Exit,Universal exit,Target hit,Exit
2025-08-13,12.29,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80377.86,78400,79300,81500,82200,2025-08-19 00:00:00,3.0,Wednesday,28.7,85.4,106.3,36.45,0,256.20000000000005,318.9,0,17.080000000000002,21.26,,,,
2025-08-13,,0,Long,2025-08-18 09:16:00,2025-08-18 09:16:00,2025-08-18 09:16:00,2025-08-18 09:16:00,,78400,79300,81500,82200,2025-08-19 00:00:00,3.0,Wednesday,"[4.0, 4.0]","[7.9, 7.9]","[389.85, 128.95]","[115.2, 1.2]",0,,,0,,,Exit,Target hit,SL hit,Exit
2025-08-14,12.37,1,Short,09:30:00,09:30:00,09:30:00,09:30:00,80619.55,78900,79700,81500,82100,2025-08-19 00:00:00,2.0,Thursday,30.9,90.2,99.15,34.4,0,270.6,297.45000000000005,0,18.040000000000003,19.830000000000002,,,,
