Date,vix,Position,Action,PE_Long_Time,PE_Short_Time,CE_Short_Time,CE_Long_Time,Index Value,PE_Long_Strike,PE_Short_Strike,CE_Short_Strike,CE_Long_Strike,ExpiryDate,DaysToExpiry,Day,PE_Long_Premium,PE_Short_Premium,CE_Short_Premium,CE_Long_Premium,PE_Long_Stoploss,PE_Short_Stoploss,CE_Short_Stoploss,CE_Long_Stoploss,PE_Short_target,CE_Short_target,PE_Long_Exit,PE_Short_Exit,CE_Short_Exit,CE_Long_Exit
2025-07-01,12.51,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,83682.22,82400,83400,84000,85000,2025-07-01 00:00:00,0.25,Tuesday,1.05,3.05,2.95,1.5,0,6.1,5.9,0,0.9149999999999999,0.885,,,,
2025-07-01,,0,Long,2025-07-01 15:00:00,2025-07-01 15:00:00,2025-07-01 15:00:00,2025-07-01 15:00:00,,82400,83400,84000,85000,2025-07-01 00:00:00,0.25,Tuesday,"[0.75, 0.75]","[1.2, 1.2]","[1.25, 1.25]","[0.65, 0.65]",0,,,0,,,Exit,Universal exit,Universal exit,Exit
2025-07-02,12.59,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,83259.19,81000,82000,84600,85600,2025-07-08 00:00:00,4.0,Wednesday,24.2,89.95,79.05,16.25,0,179.9,158.1,0,26.985,23.715,,,,
2025-07-02,,0,Long,2025-07-04 14:45:00,2025-07-04 14:45:00,2025-07-04 11:36:00,2025-07-04 11:36:00,,81000,82000,84600,85600,2025-07-08 00:00:00,4.0,Wednesday,"[7.65, 7.65]","[26.9, 26.9]","[23.15, 23.15]","[5.0, 5.0]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-03,12.43,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,83436.63,81300,82300,84500,85500,2025-07-08 00:00:00,3.0,Thursday,19.5,79.85,91.0,16.5,0,159.7,182.0,0,23.955,27.3,,,,
2025-07-03,,0,Long,2025-07-07 09:38:00,2025-07-07 09:38:00,2025-07-04 11:42:00,2025-07-04 11:42:00,,81300,82300,84500,85500,2025-07-08 00:00:00,3.0,Thursday,"[4.45, 4.45]","[23.7, 23.7]","[27.2, 27.2]","[5.6, 5.6]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-04,12.35,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,83193.38,81300,82300,84100,85100,2025-07-08 00:00:00,2.0,Friday,12.95,64.15,64.75,10.45,0,128.3,129.5,0,19.245,19.425,,,,
2025-07-04,,0,Long,2025-07-07 10:48:00,2025-07-07 10:48:00,2025-07-08 09:29:00,2025-07-08 09:29:00,,81300,82300,84100,85100,2025-07-08 00:00:00,2.0,Friday,"[3.4, 3.4]","[18.8, 18.8]","[18.5, 18.5]","[1.95, 1.95]",0,,,0,,,Exit,Target hit,Target hit,Exit
2025-07-07,12.53,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,83429.35,81700,82700,84100,85100,2025-07-08 00:00:00,1.0,Monday,5.4,44.45,51.2,4.5,0,88.9,102.4,0,13.335,15.36,,,,
2025-07-07,,0,Long,2025-07-08 09:31:00,2025-07-08 09:31:00,2025-07-08 09:35:00,2025-07-08 09:35:00,,81700,82700,84100,85100,2025-07-08 00:00:00,1.0,Monday,"[1.8, 1.8]","[11.05, 11.05]","[13.7, 13.7]","[1.75, 1.75]",0,,,0,,,Exit,Target hit,Target hit,Exit
