date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2023-08-11,81.0,92.7,173.7,172.35000000000002
2023-08-18,63.0,70.15,133.15,146.10000000000002
2023-08-25,54.55,77.9,132.45,47.199999999999996
2023-09-15,93.95,89.6,183.55,189.75
2023-09-22,98.55,75.5,174.05,29.799999999999997
2023-09-29,84.15,81.85,166.0,-153.09999999999997
2023-10-13,61.2,64.95,126.15,-82.44999999999999
2023-10-27,64.35,85.35,149.7,149.85
2023-11-03,56.0,58.3,114.3,129.0
2023-11-10,57.25,85.15,142.4,55.05000000000001
2023-11-17,59.6,74.7,134.3,188.9
2023-11-24,39.0,64.35,103.35,31.24999999999999
2023-12-01,52.9,84.6,137.5,132.25
2023-12-08,67.6,88.45,156.05,61.05000000000001
2023-12-15,60.75,69.35,130.1,-573.1500000000001
2023-12-22,95.25,108.35,203.6,-65.6
2023-12-29,95.65,95.35,191.0,145.8
2024-01-05,65.25,68.9,134.15,157.2
2024-01-12,44.35,76.65,121.0,-58.7
2024-01-19,113.25,80.8,194.05,241.7
2024-01-25,129.7,146.45,276.15,75.44999999999993
2024-02-02,87.7,99.0,186.7,265.4
2024-02-09,164.5,131.95,296.45,296.15
2024-02-16,127.8,161.55,289.35,289.05
2024-02-23,134.8,109.5,244.3,243.70000000000002
2024-03-01,155.85,168.65,324.5,131.3
2024-03-07,96.0,139.25,235.25,265.85
2024-03-15,115.1,126.85,241.95,187.20000000000002
2024-03-22,157.8,123.5,281.3,158.64999999999998
2024-03-28,105.25,98.0,203.25,-300.40000000000003
2024-04-05,132.55,150.2,282.75,282.35
2024-04-12,78.85,135.3,214.15,-84.99999999999997
2024-04-19,197.6,186.8,384.4,209.85
2024-04-26,116.15,118.2,234.35000000000002,-29.80000000000002
2024-05-03,115.0,129.2,244.2,-697.1000000000001
2024-05-10,130.25,119.45,249.7,263.5
2024-05-17,97.3,161.6,258.9,285.09999999999997
2024-05-24,111.25,115.25,226.5,268.1
2024-06-07,229.3,189.85,419.15,44.000000000000014
2024-06-14,84.8,118.4,203.2,146.35
2024-06-21,89.5,146.1,235.6,34.800000000000026
2024-06-28,148.85,143.5,292.35,125.15
2024-07-05,93.35,112.45,205.8,-20.700000000000017
2024-07-12,130.55,100.2,230.75,57.49999999999997
2024-07-19,155.5,149.05,304.55,133.3
2024-07-26,127.55,117.2,244.75,-461.6000000000001
2024-08-02,143.95,157.2,301.15,285.9
2024-08-09,127.5,125.3,252.8,252.45
2024-08-16,136.5,103.7,240.2,-220.80000000000007
2024-08-23,92.9,115.6,208.5,208.3
2024-08-30,128.9,131.6,260.5,331.2
2024-09-06,114.6,140.3,254.9,-98.65000000000006
2024-09-13,108.7,123.7,232.4,284.7
2024-09-20,141.8,148.55,290.35,-27.04999999999999
2024-09-27,100.9,102.6,203.5,149.55
2024-10-18,85.5,146.6,232.1,100.65000000000002
2024-10-25,114.0,99.05,213.05,-24.15
2024-10-31,105.0,100.55,205.55,146.4
2024-11-08,186.15,169.8,355.95000000000005,493.4
2024-11-14,162.1,146.25,308.35,409.04999999999995
2024-11-22,186.4,198.35,384.75,-762.1499999999999
2024-11-29,222.6,228.9,451.5,586.85
2024-12-06,208.6,216.7,425.29999999999995,424.85
2024-12-13,155.65,146.5,302.15,-507.70000000000005
2024-12-20,173.95,180.45,354.4,-374.5
2025-01-07,147.35,135.45,282.79999999999995,434.70000000000005
2025-01-14,92.05,99.4,191.45,239.25
2025-01-21,160.05,181.85,341.9,-192.34999999999997
2025-01-28,177.3,205.0,382.3,237.25000000000003
2025-02-04,180.05,171.65,351.70000000000005,194.54999999999998
2025-02-11,177.65,164.45,342.1,216.3
2025-02-18,197.05,195.1,392.15,373.5
2025-02-25,87.65,80.75,168.4,243.39999999999998
2025-03-04,79.35,129.45,208.79999999999998,252.2
2025-03-11,122.55,88.35,210.89999999999998,72.59999999999998
2025-03-18,121.1,142.5,263.6,143.24999999999997
2025-03-25,145.0,158.6,303.6,301.29999999999995
2025-04-01,98.5,98.9,197.4,-921.6
2025-04-08,159.1,135.15,294.25,-606.3999999999999
2025-04-15,138.45,120.65,259.1,258.79999999999995
