date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2023-08-11,86.75,84.25,171.0,145.35
2023-08-18,73.25,88.15,161.4,-22.050000000000004
2023-08-25,101.0,72.4,173.4,42.74999999999999
2023-09-15,105.05,78.1,183.14999999999998,34.75
2023-09-22,31.9,67.0,98.9,-39.95
2023-09-29,45.35,73.8,119.15,83.5
2023-10-06,37.65,31.9,69.55,69.3
2023-10-13,73.05,37.0,110.05,46.199999999999996
2023-10-27,87.9,69.85,157.75,71.2
2023-11-03,39.95,38.55,78.5,-69.0
2023-11-10,33.7,32.05,65.75,15.750000000000007
2023-11-17,50.75,70.3,121.05,19.14999999999999
2023-11-24,44.25,42.05,86.30000000000001,-19.500000000000007
2023-12-01,62.2,60.15,122.35,104.35000000000001
2023-12-08,91.15,39.85,131.0,9.100000000000009
2023-12-15,111.9,59.35,171.25,-300.15
2023-12-22,64.85,54.45,119.3,-187.4
2023-12-29,63.75,103.3,167.05,160.15
2024-01-05,71.25,67.4,138.65,94.15
2024-01-12,58.95,69.5,128.45,139.4
2024-01-19,69.4,39.85,109.25,20.699999999999996
2024-01-25,115.45,169.15,284.6,-58.0
2024-02-02,148.75,188.55,337.3,244.3
2024-02-09,56.95,90.45,147.4,115.75
2024-02-16,75.0,78.95,153.95,156.05
2024-02-23,79.95,74.7,154.65,-2.0999999999999943
2024-03-01,144.8,106.9,251.70000000000002,130.55
2024-03-07,43.95,73.8,117.75,99.10000000000001
2024-03-15,53.15,78.8,131.95,50.14999999999999
2024-03-22,82.9,58.55,141.45,-14.5
2024-03-28,165.9,117.55,283.45000000000005,-354.4
2024-04-05,59.6,45.8,105.4,85.75
2024-04-12,130.3,184.4,314.70000000000005,197.50000000000003
2024-04-19,149.8,175.35,325.15,221.7
2024-04-26,111.6,133.9,245.5,-117.5
2024-05-03,156.1,177.7,333.79999999999995,177.45
2024-05-10,97.65,77.4,175.05,74.15
2024-05-17,64.2,109.85,174.05,79.35
2024-05-24,62.7,125.45,188.15,151.0
2024-06-07,263.95,172.65,436.6,186.39999999999998
2024-06-14,34.85,75.2,110.05000000000001,53.89999999999999
2024-06-21,104.0,195.0,299.0,-212.8
2024-06-28,122.5,148.35,270.85,13.14999999999998
2024-07-05,36.25,92.25,128.5,-304.0
2024-07-12,156.0,116.1,272.1,251.1
2024-07-19,80.85,76.8,157.64999999999998,74.44999999999999
2024-07-26,157.85,130.25,288.1,-17.04999999999999
2024-08-02,67.95,87.15,155.10000000000002,119.9
2024-08-09,74.95,54.6,129.55,144.25
2024-08-16,149.25,116.65,265.9,96.99999999999999
2024-08-23,58.4,68.19999999999999,126.6,106.95
2024-08-30,69.0,101.95,170.95,137.65
2024-09-06,113.3,114.6,227.89999999999998,176.45
2024-09-13,55.45,99.05,154.5,51.0
2024-09-20,180.85,152.55,333.4,-362.20000000000005
2024-09-27,79.1,87.95,167.05,176.05
2024-10-18,88.0,86.8,174.8,190.5
2024-10-25,103.1,87.35,190.45,47.39999999999998
2024-10-31,73.9,87.55,161.45000000000002,38.35000000000001
2024-11-08,71.5,40.2,111.7,-2.0
2024-11-14,47.55,82.55,130.1,108.55
2024-11-22,266.55,278.15,544.7,74.4000000000001
2024-11-29,95.9,86.2,182.10000000000002,172.1
2024-12-06,72.3,101.3,173.6,50.69999999999999
2024-12-13,239.3,270.3,509.6,260.45000000000005
2024-12-20,122.8,193.25,316.05,51.95
2025-01-07,28.45,59.7,88.15,55.60000000000001
2025-01-14,59.0,80.3,139.3,125.15
2025-01-21,318.5,338.05,656.55,140.75
2025-01-28,93.45,79.45,172.9,-157.29999999999998
2025-02-04,262.3,248.4,510.70000000000005,179.7
2025-02-11,131.6,87.05,218.64999999999998,-120.89999999999999
2025-02-18,116.95,127.4,244.35000000000002,99.9
2025-02-25,79.3,38.75,118.05,29.099999999999998
2025-03-04,46.75,44.3,91.05,-6.399999999999999
2025-03-11,39.1,25.55,64.65,-41.25000000000001
2025-03-18,76.35,54.75,131.1,-122.35
2025-03-25,88.8,58.5,147.3,4.500000000000009
2025-04-01,127.75,158.25,286.0,210.1
2025-04-08,347.15,238.8,585.95,71.60000000000002
2025-04-15,29.45,67.3,96.75,31.650000000000002
