date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2023-08-11,81.0,58.9,139.9,139.75
2023-08-18,32.1,70.15,102.25,109.75000000000003
2023-08-25,54.55,46.55,101.1,99.3
2023-09-15,57.95,57.3,115.25,115.05000000000001
2023-09-22,61.4,46.6,108.0,131.9
2023-09-29,84.15,54.6,138.75,-180.29999999999995
2023-10-06,46.85,60.2,107.05000000000001,131.10000000000002
2023-10-13,33.0,64.95,97.95,46.4
2023-10-27,64.35,85.35,149.7,149.85
2023-11-03,56.0,58.3,114.3,129.0
2023-11-10,29.1,47.0,76.1,59.19999999999999
2023-11-17,59.6,74.7,134.3,188.9
2023-11-24,39.0,64.35,103.35,107.39999999999999
2023-12-01,52.9,52.65,105.55,102.85
2023-12-08,67.6,56.9,124.5,162.8
2023-12-15,34.5,69.35,103.85,-351.50000000000006
2023-12-22,66.3,81.75,148.05,186.3
2023-12-29,65.45,95.35,160.8,115.55
2024-01-05,36.8,68.9,105.7,157.85
2024-01-12,44.35,76.65,121.0,-58.7
2024-01-19,80.25,80.8,161.05,181.2
2024-01-25,102.55,116.15,218.7,178.20000000000002
2024-02-02,87.7,99.0,186.7,265.4
2024-02-09,135.5,112.85,248.35,248.1
2024-02-16,127.8,135.75,263.55,263.25
2024-02-23,105.2,109.5,214.7,214.0
2024-03-01,121.2,140.05,261.25,136.9
2024-03-07,70.0,108.35,178.35,177.95
2024-03-15,87.35,100.8,188.14999999999998,259.84999999999997
2024-03-22,120.55,96.15,216.7,153.79999999999998
2024-03-28,105.25,73.2,178.45,-496.8
2024-04-05,105.8,121.45,227.25,227.0
2024-04-12,78.85,102.55,181.39999999999998,48.55
2024-04-19,163.05,163.35,326.4,257.04999999999995
2024-04-26,90.95,118.2,209.15,-55.00000000000002
2024-05-03,115.0,102.95,217.95,-707.8
2024-05-10,103.75,95.8,199.55,199.3
2024-05-17,97.3,134.65,231.95,258.2
2024-05-24,111.25,115.25,226.5,268.1
2024-06-07,164.8,160.95,325.75,89.95000000000005
2024-06-14,63.45,118.4,181.85000000000002,201.7
2024-06-21,89.5,117.0,206.5,26.700000000000003
2024-06-28,119.25,120.65,239.9,160.40000000000003
2024-07-05,68.35,112.45,180.8,87.09999999999998
2024-07-12,97.75,100.2,197.95,-226.39999999999998
2024-07-19,128.2,115.65,243.85,-59.55000000000001
2024-07-26,99.05,94.15,193.2,-410.54999999999995
2024-08-02,116.4,125.45,241.85000000000002,269.25
2024-08-09,98.2,125.3,223.5,223.25
2024-08-16,101.0,103.7,204.7,-595.25
2024-08-23,92.9,89.3,182.2,182.0
2024-08-30,97.3,102.95,200.25,199.95
2024-09-06,80.25,113.3,193.55,-73.80000000000004
2024-09-13,86.7,123.7,210.4,211.7
2024-09-20,112.7,116.0,228.7,-404.75
2024-09-27,77.15,81.5,158.65,215.45
2024-10-18,64.6,115.65,180.25,111.39999999999993
2024-10-25,114.0,75.65,189.65,-193.10000000000002
2024-10-31,83.85,100.55,184.39999999999998,125.35
2024-11-08,152.75,141.75,294.5,294.3
2024-11-14,132.3,120.15,252.45000000000002,251.95
2024-11-22,152.1,164.8,316.9,-812.8999999999999
2024-11-29,186.85,202.5,389.35,389.0
2024-12-06,163.75,166.05,329.8,329.4
2024-12-13,129.6,119.15,248.75,-518.5500000000001
2024-12-20,150.75,154.45,305.2,-331.7
2025-01-07,123.75,115.35,239.1,368.85
2025-01-14,92.05,99.4,191.45,239.25
2025-01-21,132.45,151.25,283.7,-142.24999999999997
2025-01-28,149.65,173.5,323.15,-89.29999999999997
2025-02-04,149.0,142.05,291.05,106.10000000000001
2025-02-11,147.4,136.9,284.3,-110.75000000000006
2025-02-18,167.35,143.65,311.0,310.75
2025-02-25,87.65,63.15,150.8,244.95
2025-03-04,79.35,99.3,178.64999999999998,222.1
2025-03-11,86.15,71.15,157.3,148.3
2025-03-18,121.1,114.25,235.35,142.25
2025-03-25,117.8,124.3,242.1,289.65
2025-04-01,98.5,78.7,177.2,-1007.9
2025-04-08,131.2,118.15,249.35,-518.7
2025-04-15,106.8,97.7,204.5,204.35000000000002
