date,ce_entry_price,pe_entry_price,combined_entry_price,total_returns
2023-08-11,62.85,78.3,141.15,141.0
2023-08-18,87.35,36.2,123.55,-141.9
2023-08-25,56.85,66.2,123.05000000000001,19.999999999999993
2023-09-15,91.3,86.0,177.3,70.64999999999999
2023-09-22,71.3,70.3,141.6,32.00000000000001
2023-09-29,82.65,64.0,146.65,-172.39999999999998
2023-10-06,91.0,75.6,166.6,91.65
2023-10-13,39.45,75.3,114.75,80.55000000000001
2023-10-27,85.7,71.1,156.8,72.95
2023-11-03,51.4,60.8,112.19999999999999,126.89999999999999
2023-11-10,31.15,58.85,90.0,-11.249999999999995
2023-11-17,66.3,62.8,129.1,86.0
2023-11-24,45.15,33.35,78.5,78.2
2023-12-01,71.15,57.3,128.45,134.65
2023-12-08,83.9,42.05,125.95,153.45
2023-12-15,40.95,66.5,107.45,-248.40000000000003
2023-12-22,102.45,72.65,175.10000000000002,258.7
2023-12-29,68.9,77.25,146.15,202.4
2024-01-05,40.4,50.4,90.8,56.35
2024-01-12,76.0,77.1,153.1,28.950000000000003
2024-01-19,86.85,69.2,156.05,237.8
2024-01-25,132.8,114.8,247.60000000000002,327.15000000000003
2024-02-02,83.45,79.9,163.35000000000002,-77.99999999999997
2024-02-09,116.55,101.8,218.35,238.25
2024-02-16,101.1,90.55,191.64999999999998,191.35000000000002
2024-02-23,112.9,72.35,185.25,209.3
2024-03-01,170.3,156.2,326.5,204.04999999999995
2024-03-07,97.05,75.25,172.3,142.5
2024-03-15,79.6,86.8,166.39999999999998,224.75
2024-03-22,139.1,110.8,249.89999999999998,205.09999999999997
2024-03-28,75.6,90.0,165.6,-462.30000000000007
2024-04-05,85.6,103.8,189.39999999999998,189.0
2024-04-12,72.3,135.65,207.95,-115.00000000000003
2024-04-19,169.8,151.45,321.25,170.89999999999992
2024-04-26,87.65,156.95,244.6,91.55
2024-05-03,118.65,193.2,311.85,-182.05
2024-05-10,114.95,90.9,205.85000000000002,174.85
2024-05-17,131.0,119.65,250.65,379.0
2024-05-24,82.2,115.7,197.9,159.8
2024-06-07,210.3,152.35,362.65,65.75000000000006
2024-06-14,81.25,106.05,187.3,204.9
2024-06-21,89.15,143.6,232.75,196.55
2024-06-28,122.2,107.0,229.2,-110.29999999999995
2024-07-05,70.85,87.8,158.64999999999998,-338.09999999999997
2024-07-12,117.0,137.55,254.55,60.000000000000085
2024-07-19,95.0,81.1,176.1,105.6
2024-07-26,116.7,124.9,241.60000000000002,-326.70000000000005
2024-08-02,84.75,115.45,200.2,227.55
2024-08-09,85.9,97.95,183.85000000000002,183.5
2024-08-16,107.95,135.35,243.3,-186.90000000000003
2024-08-23,92.25,80.3,172.55,232.15
2024-08-30,115.5,109.2,224.7,224.3
2024-09-06,135.1,146.1,281.2,291.4
2024-09-13,63.15,72.6,135.75,120.49999999999999
2024-09-20,151.4,131.2,282.6,-617.4
2024-09-27,85.7,54.55,140.25,103.20000000000002
2024-10-18,77.05,82.35,159.39999999999998,167.79999999999998
2024-10-25,105.05,84.1,189.14999999999998,111.54999999999995
2024-10-31,85.85,77.3,163.14999999999998,55.49999999999999
2024-11-08,86.65,70.15,156.8,191.25
2024-11-14,109.25,113.7,222.95,147.3
2024-11-22,221.55,229.75,451.3,-936.9
2024-11-29,144.9,172.2,317.1,272.55
2024-12-06,127.6,150.8,278.4,386.70000000000005
2024-12-13,133.65,76.45,210.10000000000002,-1429.25
2024-12-20,233.2,243.7,476.9,-208.4
2025-01-07,137.7,140.3,278.0,265.5
2025-01-14,48.45,67.9,116.35000000000001,29.20000000000001
2025-01-21,243.6,203.15,446.75,-461.2
2025-01-28,196.95,168.15,365.1,220.05000000000004
2025-02-04,228.65,254.5,483.15,275.35
2025-02-11,97.7,101.5,199.2,-439.85
2025-02-18,133.45,157.95,291.4,316.7
2025-02-25,86.65,53.05,139.7,118.20000000000002
2025-03-04,56.15,73.35,129.5,172.95
2025-03-11,55.0,70.8,125.8,80.50000000000001
2025-03-18,111.7,108.15,219.85000000000002,123.35000000000001
2025-03-25,152.0,116.45,268.45,208.25
2025-04-01,107.5,100.9,208.4,-624.45
2025-04-08,145.1,170.45,315.54999999999995,-669.0
2025-04-15,45.0,69.25,114.25,106.8
