Filename,Total PnL,Max Drawdown,Max Drawdown Percentage,All Monthly PnL,12M Monthly PnL,Daily 4M PnL ,min pnl ,Max Investment,ROI % ,ROI with DD,Max Drawdown Date,Time to Recover,Peak Date Before Max Drawdown,Total Trades,No. of Winners,No. of Losers,Win %,Loss %,Max Profit,Max Loss,Median PnL,Median Profit,Median Loss,SD,SD Profit,SD Loss,Last 15 Months Max Drawdown,Last 15 Months Max Drawdown Percentage,Last 15 Months Max Drawdown Date,Last 15 Months Time to Recover,Last 15 Months Peak Date Before Max Drawdown,Sortino Ratio,Dmonthly12_PnL_Ratio,Max_Drawdown_Ratio,Dmonthly12_PnL_Z,Max_Drawdown_Z,Win%_Z,Sortino_Ratio_Z,Final_Z_Score
"SENSEX_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_1_exit_full_DTE3.csv",34479.42,9437.379999999997,21.48922508015155,2462.8157142857153,1878.9625000000003,-203.96874999999937,2462.8157142857153,90000,38.310466666666684,34.6745057039918,2025-08-21,,2025-06-05,56,33,23,58.92857142857143,41.07142857142857,9439.55,-3468.945,1193.545,2056.5999999999995,-1631.375,2392.7099899255945,1494.8074192717745,771.3171478169037,9437.379999999997,21.48922508015155,2025-08-21,,2025-06-05,2.8429495188744953,0.020877361111111114,0.10485977777777775,1.0,0.08176335195754411,0.5422773393461104,1.0,3.1893753177155113
"SENSEX_candle_5T_short_0_long_1000_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_1_exit_full_DTE3.csv",28192.65,9515.474999999999,25.234548257172698,2013.7607142857134,1504.9004166666673,-605.0049999999997,2013.7607142857134,90000,31.32516666666665,28.329915523188728,2025-08-21,,2025-06-05,56,33,23,58.92857142857143,41.07142857142857,7031.154999999999,-3193.075,1151.3274999999999,2184.1700000000005,-1864.6250000000011,2295.285293951686,1139.5410807775174,703.71554343066,9515.474999999999,25.234548257172698,2025-08-21,,2025-06-05,2.4779340609484986,0.016721115740740748,0.10572749999999999,0.9383505754484901,0.082952306290896,0.5422773393461104,0.900491391852705,3.0270283306833545
"SENSEX_candle_5T_short_0_long_0,5_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_1_exit_full_DTE3.csv",23047.5,7209.374999999996,23.827229348701735,1646.2499999999998,1189.0362500000008,-375.72874999999976,1646.2499999999998,90000,25.608333333333327,23.70913299257402,2025-08-21,,2025-06-05,56,32,24,57.142857142857146,42.857142857142854,6924.31,-2760.37,761.5675,1527.0199999999995,-1237.1750000000002,1791.0237289337172,1093.2019254408935,687.2902198249179,7209.374999999996,23.827229348701735,2025-08-21,,2025-06-05,2.0024291926496343,0.013211513888888898,0.08010416666666663,0.8862927888428118,0.047843175256352344,0.5095828635851184,0.7708617375894715,2.86410278296849
"SENSEX_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_2_short_pt_0,2_lots_1_exit_full_DTE3.csv",25473.280000000002,5641.350000000002,18.13085998451533,1819.5200000000002,1470.9250000000002,-497.8787499999991,1819.5200000000002,90000,28.30364444444445,26.634170262130347,2025-08-21,,2025-07-03,56,25,31,44.642857142857146,55.357142857142854,9439.55,-3078.2400000000016,-211.6524999999997,1976.005,-565.185,1968.6448284243195,1840.6382683789564,736.8949570933594,5641.350000000002,18.13085998451533,2025-08-21,,2025-07-03,2.1027691736580674,0.016343611111111114,0.06268166666666669,0.9327510640846739,0.023970838761646945,0.28072153325817367,0.7982158992691106,2.8473568912212244
"SENSEX_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_1_exit_full_DTE3.csv",25537.98,10979.649999999994,30.066710243791825,1824.1414285714288,1274.7375000000002,-952.6312499999992,1824.1414285714288,90000,28.375533333333333,25.290224317473868,2025-08-21,,2025-06-05,56,33,23,58.92857142857143,41.07142857142857,8119.48,-3589.1349999999998,1210.47,1833.455,-1819.235,2245.080563461498,1256.315811153343,883.3418596572491,10979.649999999994,30.066710243791825,2025-08-21,,2025-06-05,1.7593884084407148,0.014163750000000003,0.12199611111111104,0.900417269727812,0.10524358244219158,0.5422773393461104,0.7046052280786885,2.770917585037364
"SENSEX_candle_5T_short_0_long_0,5_entry_14,30_exit_15,00_premium_1st_week_short_sl_2_short_pt_0,2_lots_1_exit_full_DTE3.csv",18324.739999999998,4293.060000000001,18.980891156522745,1308.9099999999999,1030.2137500000006,-501.22124999999943,1308.9099999999999,90000,20.360822222222218,19.433816232074765,2025-08-21,,2025-07-03,56,25,31,44.642857142857146,55.357142857142854,6924.31,-2100.925000000001,-105.63499999999998,1380.8200000000002,-460.18499999999904,1439.7420320813787,1347.8717577889847,524.9083814879416,4293.060000000001,18.980891156522745,2025-08-21,,2025-07-03,1.9792215873083103,0.01144681944444445,0.04770066666666668,0.8601171453678569,0.0034438493498413296,0.28072153325817367,0.764535001403918,2.76156906405102
"SENSEX_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,1_lots_1_exit_full_DTE3.csv",26179.18,10469.439999999999,28.567078378394598,1869.9414285714288,1006.5724999999996,-47.4262499999989,1869.9414285714288,90000,29.087977777777777,26.0568586826004,2025-08-21,,2025-01-30,56,30,26,53.57142857142857,46.42857142857143,9875.87,-4269.105,553.3949999999999,2323.6150000000007,-1614.8950000000007,2571.669756197298,1679.8772112967138,932.8422905403758,10469.439999999999,28.567078378394598,2025-08-21,,2025-01-30,1.7151253162467757,0.011184138888888886,0.1163271111111111,0.8562208149908492,0.09747590985855066,0.4441939120631341,0.6925384550123072,2.6733803161761727
"SENSEX_candle_5T_short_0_long_0,33_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,2_lots_4_exit_3_4th_DTE3.csv",119525.58000000003,41715.32000000002,31.514603731922975,8537.541428571429,5789.760000000005,7218.170000000006,8537.541428571429,360000,33.20155,29.753801771861735,2025-04-24,99,2025-03-26,56,32,24,57.142857142857146,42.857142857142854,37758.2,-22507.32,4774.18,8287.13,-5687.925000000001,10418.566897897752,5845.5649262490915,6043.8371779423,41715.32000000002,31.514603731922975,2025-04-24,99,2025-03-26,1.2339083944532148,0.01608266666666668,0.11587588888888894,0.9288804853756794,0.09685764447053082,0.5095828635851184,0.5613516105518427,2.6481658832495505
"SENSEX_candle_5T_short_0_long_1000_entry_14,30_exit_15,00_premium_1st_week_short_sl_2_short_pt_0,2_lots_1_exit_full_DTE3.csv",21083.29,5585.180000000004,20.943008729034712,1505.9492857142855,1193.9070833333333,-479.25999999999925,1505.9492857142855,90000,23.42587777777777,22.05706993489995,2025-08-21,,2025-07-03,56,22,34,39.285714285714285,60.714285714285715,7031.154999999999,-2934.3250000000003,-218.8225000000001,2165.8075000000003,-594.5150000000001,1779.4632994856431,1386.835232102779,729.1437188088262,5585.180000000004,20.943008729034712,2025-08-21,,2025-07-03,1.6950695093875436,0.013265634259259258,0.0620575555555556,0.8870955541736637,0.023115680750194576,0.18263810597519725,0.6870709456712706,2.6423698720823383
"SENSEX_candle_5T_short_0_long_1000_entry_14,30_exit_15,00_premium_1st_week_short_sl_3_short_pt_0,3_lots_1_exit_full_DTE3.csv",18770.42,11193.085000000003,37.35572657471148,1340.7442857142853,861.032916666667,-1368.3124999999995,1340.7442857142853,90000,20.856022222222215,18.549113311448107,2025-08-21,,2025-06-05,56,34,22,60.714285714285715,39.285714285714285,6020.145,-3254.685,1114.4275,1883.1399999999999,-2162.9075000000003,2170.6646130379504,976.6719257993828,723.866444927248,11193.085000000003,37.35572657471148,2025-08-21,,2025-06-05,1.4792014372511777,0.009567032407407411,0.12436761111111114,0.8322343379814408,0.10849301541663249,0.5749718151071025,0.6282221190386059,2.6394493491569655
