Date,Daily PnL,SL,Initial Target,Final Target,File Path,File Name
2021-06-10,2030.7401775,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-06-17,-64.86729,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-06-24,3551.5739475,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-07-01,1374.6942375,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-07-08,-1754.96241,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-07-15,1717.6273425,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-07-22,1564.79845875,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-07-29,3130.36263375,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-08-05,2970.0786825,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
2021-08-12,1900.27649625,-4271.72,5810.62,7747.5,"NIFTY_candle_5T_range_[50, 66]_delta_0,35_time_11,45.csv",initial_sl_-4271_initial_target_6779_final_target_7747.csv
