Date,vix,Position,Action,PE_Long_Time,PE_Short_Time,CE_Short_Time,CE_Long_Time,Index Value,PE_Long_Strike,PE_Short_Strike,CE_Short_Strike,CE_Long_Strike,ExpiryDate,DaysToExpiry,Day,PE_Long_Premium,PE_Short_Premium,CE_Short_Premium,CE_Long_Premium,PE_Long_Stoploss,PE_Short_Stoploss,CE_Short_Stoploss,CE_Long_Stoploss,PE_Short_target,CE_Short_target,PE_Long_Exit,PE_Short_Exit,CE_Short_Exit,CE_Long_Exit
2024-06-03,20.47,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23222.8,22250,22700,23700,24200,2024-06-06 00:00:00,3,Monday,62.25,123.4,141.55,71.75,0,308.5,353.875,0,12.340000000000002,14.155000000000001,,,,
2024-06-03,,0,Long,2024-06-04 09:20:00,2024-06-04 09:20:00,2024-06-05 09:18:00,2024-06-05 09:18:00,,22250,22700,23700,24200,2024-06-06 00:00:00,3,Monday,"[164.75, 0.2]","[310.8, 3.25]","[10.05, 10.05]","[5.7, 5.7]",0,,,0,,,Exit,SL hit,Target hit,Exit
2024-06-04,26.78,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,21909.85,21000,21400,22400,23150,2024-06-06 00:00:00,2,Tuesday,93.15,180.1,158.4,79.55,0,450.25,396.0,0,18.01,15.840000000000002,,,,
2024-06-04,,0,Long,2024-06-05 11:09:00,2024-06-05 11:09:00,2024-06-06 10:16:00,2024-06-06 10:16:00,,21000,21400,22400,23150,2024-06-06 00:00:00,2,Tuesday,"[6.75, 6.75]","[17.2, 17.2]","[411.9, 374.15]","[40.1, 19.1]",0,,,0,,,Exit,Target hit,SL hit,Exit
2024-06-05,19.19,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,22537.4,22100,22300,22800,23000,2024-06-06 00:00:00,1,Wednesday,51.1,99.0,59.9,26.9,0,247.5,149.75,0,9.9,5.99,,,,
2024-06-05,,0,Long,2024-06-06 09:54:00,2024-06-06 09:54:00,2024-06-06 14:37:00,2024-06-06 14:37:00,,22100,22300,22800,23000,2024-06-06 00:00:00,1,Wednesday,"[3.65, 3.65]","[9.55, 9.55]","[5.9, 5.9]","[0.6, 0.6]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-06-06,17.28,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,22724.85,22650,22700,22700,23750,2024-06-06 00:00:00,0,Thursday,20.3,39.2,40.4,19.55,0,98.0,101.0,0,3.9200000000000004,4.04,,,,
2024-06-06,,0,Long,2024-06-06 14:59:00,2024-06-06 14:59:00,2024-06-06 15:00:00,2024-06-06 15:00:00,,22650,22700,22700,23750,2024-06-06 00:00:00,0,Thursday,"[1.35, 1.35]","[3.65, 3.65]","[75.1, 75.1]","[19.55, 19.55]",0,,,0,,,Exit,Target hit,Universal exit,Exit
2024-06-07,16.64,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23260.4,22350,22650,23850,24000,2024-06-13 00:00:00,6,Friday,26.1,51.55,32.85,20.15,0,128.875,82.125,0,5.155,3.285,,,,
2024-06-07,,0,Long,2024-06-12 09:16:00,2024-06-12 09:16:00,2024-06-11 14:41:00,2024-06-11 14:41:00,,22350,22650,23850,24000,2024-06-13 00:00:00,6,Friday,"[1.25, 1.25]","[3.45, 3.45]","[3.2, 3.2]","[2.05, 2.05]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-06-10,16.18,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23261.7,22650,22850,23650,23800,2024-06-13 00:00:00,3,Monday,26.2,53.05,37.65,19.9,0,132.625,94.125,0,5.305,3.765,,,,
2024-06-10,,0,Long,2024-06-12 11:44:00,2024-06-12 11:44:00,2024-06-13 09:37:00,2024-06-13 09:37:00,,22650,22850,23650,23800,2024-06-13 00:00:00,3,Monday,"[2.45, 2.45]","[5.1, 5.1]","[3.3, 3.3]","[0.9, 0.9]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-06-11,14.82,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23345.45,22900,23050,23650,23750,2024-06-13 00:00:00,2,Tuesday,17.45,33.5,19.3,8.65,0,83.75,48.25,0,3.35,1.9300000000000002,,,,
2024-06-11,,0,Long,2024-06-13 09:16:00,2024-06-13 09:16:00,2024-06-13 10:23:00,2024-06-13 10:23:00,,22900,23050,23650,23750,2024-06-13 00:00:00,2,Tuesday,"[1.2, 1.2]","[2.95, 2.95]","[1.9, 1.9]","[0.8, 0.8]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-06-12,14.39,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23354.0,23050,23150,23550,23650,2024-06-13 00:00:00,1,Wednesday,14.55,28.05,15.65,6.45,0,70.125,39.125,0,2.805,1.5650000000000002,,,,
2024-06-12,,0,Long,2024-06-13 11:31:00,2024-06-13 11:31:00,2024-06-13 13:47:00,2024-06-13 13:47:00,,23050,23150,23550,23650,2024-06-13 00:00:00,1,Wednesday,"[1.45, 1.45]","[2.65, 2.65]","[1.55, 1.55]","[0.6, 0.6]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-06-13,13.74,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23391.9,23350,23400,23400,23450,2024-06-13 00:00:00,0,Thursday,5.05,19.9,10.8,2.35,0,49.75,27.0,0,1.99,1.08,,,,
2024-06-13,,0,Long,2024-06-13 15:00:00,2024-06-13 15:00:00,2024-06-13 15:00:00,2024-06-13 15:00:00,,23350,23400,23400,23450,2024-06-13 00:00:00,0,Thursday,"[1.15, 1.15]","[8.35, 8.35]","[7.3, 7.3]","[0.8, 0.8]",0,,,0,,,Exit,Universal exit,Universal exit,Exit
2024-06-14,12.73,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23448.05,22850,23000,23900,24050,2024-06-20 00:00:00,6,Friday,9.3,17.55,5.95,2.8,0,43.875,14.875,0,1.7550000000000001,0.5950000000000001,,,,
2024-06-14,,0,Long,2024-06-19 14:54:00,2024-06-19 14:54:00,2024-06-20 12:15:00,2024-06-20 12:15:00,,22850,23000,23900,24050,2024-06-20 00:00:00,6,Friday,"[1.05, 1.05]","[1.75, 1.75]","[0.55, 0.55]","[0.35, 0.35]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-06-18,12.93,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23539.35,23150,23300,23800,23850,2024-06-20 00:00:00,2,Tuesday,8.0,18.3,8.55,5.05,0,45.75,21.375,0,1.83,0.8550000000000001,,,,
2024-06-18,,0,Long,2024-06-19 10:31:00,2024-06-19 10:31:00,2024-06-19 14:35:00,2024-06-19 14:35:00,,23150,23300,23800,23850,2024-06-20 00:00:00,2,Tuesday,"[17.55, 0.2]","[47.6, 0.25]","[22.7, 0.15]","[13.65, 0.1]",0,,,0,,,Exit,SL hit,SL hit,Exit
2024-06-19,13.58,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23585.1,23300,23400,23800,23850,2024-06-20 00:00:00,1,Wednesday,10.4,21.5,10.2,6.15,0,53.75,25.5,0,2.15,1.02,,,,
2024-06-19,,0,Long,2024-06-20 09:23:00,2024-06-20 09:23:00,2024-06-19 14:36:00,2024-06-19 14:36:00,,23300,23400,23800,23850,2024-06-20 00:00:00,1,Wednesday,"[26.2, 0.25]","[54.35, 0.4]","[27.25, 0.15]","[16.8, 0.1]",0,,,0,,,Exit,SL hit,SL hit,Exit
2024-06-20,13.49,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23581.8,23550,23600,23600,23650,2024-06-20 00:00:00,0,Thursday,11.75,33.65,21.8,7.8,0,84.125,54.5,0,3.365,2.18,,,,
2024-06-20,,0,Long,2024-06-20 15:00:00,2024-06-20 15:00:00,2024-06-20 14:57:00,2024-06-20 14:57:00,,23550,23600,23600,23650,2024-06-20 00:00:00,0,Thursday,"[6.75, 6.75]","[45.1, 45.1]","[1.85, 1.85]","[0.55, 0.55]",0,,,0,,,Exit,Universal exit,Target hit,Exit
2024-06-21,13.38,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23443.4,22800,22950,23950,24100,2024-06-27 00:00:00,6,Friday,8.8,16.55,11.3,5.3,0,41.375,28.25,0,1.6550000000000002,1.1300000000000001,,,,
2024-06-21,,0,Long,2024-06-26 14:27:00,2024-06-26 14:27:00,2024-06-26 11:01:00,2024-06-26 11:01:00,,22800,22950,23950,24100,2024-06-27 00:00:00,6,Friday,"[1.35, 1.35]","[1.65, 1.65]","[29.55, 87.8]","[7.15, 3.25]",0,,,0,,,Exit,Target hit,SL hit,Exit
2024-06-24,14.18,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23528.3,23050,23200,23900,24000,2024-06-27 00:00:00,3,Monday,13.9,27.55,13.8,7.4,0,68.875,34.5,0,2.7550000000000003,1.3800000000000001,,,,
2024-06-24,,0,Long,2024-06-26 14:27:00,2024-06-26 14:27:00,2024-06-25 13:18:00,2024-06-25 13:18:00,,23050,23200,23900,24000,2024-06-27 00:00:00,3,Monday,"[2.1, 2.1]","[2.75, 2.75]","[36.75, 134.9]","[17.8, 44.05]",0,,,0,,,Exit,Target hit,SL hit,Exit
2024-06-25,14.25,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23693.55,23250,23400,24000,24100,2024-06-27 00:00:00,2,Tuesday,14.65,27.45,13.55,5.55,0,68.625,33.875,0,2.745,1.3550000000000002,,,,
2024-06-25,,0,Long,2024-06-27 09:19:00,2024-06-27 09:19:00,2024-06-26 11:35:00,2024-06-26 11:35:00,,23250,23400,24000,24100,2024-06-27 00:00:00,2,Tuesday,"[0.9, 0.9]","[2.7, 2.7]","[37.7, 44.05]","[16.0, 3.25]",0,,,0,,,Exit,Target hit,SL hit,Exit
2024-06-26,14.1,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23866.3,23500,23650,24050,24100,2024-06-27 00:00:00,1,Wednesday,7.65,16.95,20.55,12.5,0,42.375,51.375,0,1.695,2.055,,,,
2024-06-26,,0,Long,2024-06-27 13:18:00,2024-06-27 13:18:00,2024-06-27 12:52:00,2024-06-27 12:52:00,,23500,23650,24050,24100,2024-06-27 00:00:00,1,Wednesday,"[0.85, 0.85]","[1.65, 1.65]","[56.35, 16.1]","[34.8, 3.25]",0,,,0,,,Exit,Target hit,SL hit,Exit
2024-06-27,14.27,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,23945.0,23900,23950,23950,24000,2024-06-27 00:00:00,0,Thursday,14.1,32.95,25.95,11.1,0,82.375,64.875,0,3.2950000000000004,2.595,,,,
2024-06-27,,0,Long,2024-06-27 15:00:00,2024-06-27 15:00:00,2024-06-27 14:49:00,2024-06-27 14:49:00,,23900,23950,23950,24000,2024-06-27 00:00:00,0,Thursday,"[1.85, 1.85]","[4.65, 4.65]","[77.2, 87.8]","[46.95, 44.05]",0,,,0,,,Exit,Universal exit,SL hit,Exit
2024-06-28,13.84,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,24096.45,23350,23600,24600,24750,2024-07-04 00:00:00,6,Friday,11.4,24.3,14.9,6.55,0,60.75,37.25,0,2.43,1.4900000000000002,,,,
2024-06-28,,0,Long,2024-07-03 11:49:00,2024-07-03 11:49:00,2024-07-04 10:24:00,2024-07-04 10:24:00,,23350,23600,24600,24750,2024-07-04 00:00:00,6,Friday,"[1.45, 1.45]","[2.4, 2.4]","[1.45, 1.45]","[0.5, 0.5]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-07-01,13.9,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,24130.8,23650,23800,24500,24600,2024-07-04 00:00:00,3,Monday,15.5,29.95,15.55,7.15,0,74.875,38.875,0,2.995,1.5550000000000002,,,,
2024-07-01,,0,Long,2024-07-03 14:48:00,2024-07-03 14:48:00,2024-07-04 11:45:00,2024-07-04 11:45:00,,23650,23800,24500,24600,2024-07-04 00:00:00,3,Monday,"[1.55, 1.55]","[2.95, 2.95]","[1.55, 1.55]","[0.65, 0.65]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-07-02,13.7,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,24123.85,23650,23800,24400,24500,2024-07-04 00:00:00,2,Tuesday,8.75,18.95,18.4,7.6,0,47.375,46.0,0,1.895,1.8399999999999999,,,,
2024-07-02,,0,Long,2024-07-04 09:15:00,2024-07-04 09:15:00,2024-07-03 09:46:00,2024-07-03 09:46:00,,23650,23800,24400,24500,2024-07-04 00:00:00,2,Tuesday,"[0.6, 0.6]","[1.0, 1.0]","[46.4, 0.3]","[20.45, 0.25]",0,,,0,,,Exit,Target hit,SL hit,Exit
2024-07-03,13.3,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,24252.85,23950,24050,24450,24500,2024-07-04 00:00:00,1,Wednesday,9.0,18.65,16.65,10.1,0,46.625,41.625,0,1.865,1.665,,,,
2024-07-03,,0,Long,2024-07-04 11:05:00,2024-07-04 11:05:00,2024-07-04 13:17:00,2024-07-04 13:17:00,,23950,24050,24450,24500,2024-07-04 00:00:00,1,Wednesday,"[0.9, 0.9]","[1.85, 1.85]","[1.5, 1.5]","[0.75, 0.75]",0,,,0,,,Exit,Target hit,Target hit,Exit
2024-07-04,12.8,1,Short,14:30:00,14:30:00,14:30:00,14:30:00,24337.1,24300,24350,24350,24400,2024-07-04 00:00:00,0,Thursday,3.65,28.4,3.8,1.35,0,71.0,9.5,0,2.84,0.38,,,,
2024-07-04,,0,Long,2024-07-04 15:00:00,2024-07-04 15:00:00,2024-07-04 15:00:00,2024-07-04 15:00:00,,24300,24350,24350,24400,2024-07-04 00:00:00,0,Thursday,"[5.9, 5.9]","[47.7, 47.7]","[0.55, 0.55]","[0.3, 0.3]",0,,,0,,,Exit,Universal exit,Universal exit,Exit
