type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,23250.0,0.5289324680340315,2025-02-03 10:15:00,2025-02-06,155.65,2025-02-03 15:20:00,202.2,Final Expiry Exit,-46.54999999999998
PE,23250.0,-0.4664437241319537,2025-02-03 10:15:00,2025-02-06,108.5,2025-02-03 15:20:00,67.4,Final Expiry Exit,41.099999999999994
PE,22650.0,-0.062488743902077815,2025-02-03 10:15:00,2025-02-06,11.25,2025-02-03 15:20:00,6.95,Final Expiry Exit,4.3
CE,23500.0,0.9406486742203775,2025-02-04 10:15:00,2025-02-06,151.35,2025-02-04 14:50:00,226.45,Exit Max Delta Leg,-75.1
PE,23500.0,-0.22358421614738805,2025-02-04 10:15:00,2025-02-06,127.45,2025-02-04 15:20:00,30.5,Final Expiry Exit,96.95
PE,22850.0,-0.02200476549547525,2025-02-04 10:15:00,2025-02-06,8.7,2025-02-04 15:20:00,3.2,Final Expiry Exit,5.499999999999999
CE,23850.0,0.2455889816428633,2025-02-04 14:50:00,2025-02-06,34.55,2025-02-04 15:20:00,36.75,Final Expiry Exit,-2.200000000000003
CE,23750.0,0.49936820830342693,2025-02-05 10:15:00,2025-02-06,71.5,2025-02-05 15:20:00,50.6,Final Expiry Exit,20.9
PE,23750.0,-0.499938209562908,2025-02-05 10:15:00,2025-02-06,87.65,2025-02-05 15:20:00,113.95,Final Expiry Exit,-26.299999999999997
CE,23650.0,0.4224234937110858,2025-02-06 10:15:00,2025-02-06,30.25,2025-02-06 15:20:00,0.15,Final Expiry Exit,30.1
PE,23650.0,-0.5476469276526114,2025-02-06 10:15:00,2025-02-06,73.2,2025-02-06 15:20:00,49.65,Final Expiry Exit,23.550000000000004
CE,23800.0,0.12522343394152557,2025-02-06 10:15:00,2025-02-06,10.0,2025-02-06 15:20:00,0.1,Final Expiry Exit,9.9
CE,23650.0,0.48954129845742417,2025-02-07 10:15:00,2025-02-13,166.75,2025-02-07 15:20:00,120.3,Final Expiry Exit,46.45
PE,23650.0,-0.5109778150840734,2025-02-07 10:15:00,2025-02-13,177.3,2025-02-07 15:20:00,185.3,Final Expiry Exit,-8.0
CE,23400.0,0.4865598909600434,2025-02-10 10:15:00,2025-02-13,150.0,2025-02-10 15:20:00,145.5,Final Expiry Exit,4.5
PE,23400.0,-0.5149516430241249,2025-02-10 10:15:00,2025-02-13,155.6,2025-02-10 15:20:00,130.1,Final Expiry Exit,25.5
CE,23300.0,0.4816286236465491,2025-02-11 10:15:00,2025-02-13,111.35,2025-02-11 15:20:00,46.1,Final Expiry Exit,65.25
PE,23300.0,-0.5176145808366028,2025-02-11 10:15:00,2025-02-13,130.95,2025-02-11 15:20:00,239.65,Final Expiry Exit,-108.70000000000002
CE,22800.0,0.727996048257523,2025-02-12 10:15:00,2025-02-13,142.7,2025-02-12 11:45:00,272.3,Exit Max Delta Leg,-129.60000000000002
PE,22800.0,-0.21102741000194558,2025-02-12 10:15:00,2025-02-13,73.65,2025-02-12 15:20:00,19.0,Final Expiry Exit,54.650000000000006
PE,22500.0,-0.04498576059723396,2025-02-12 10:15:00,2025-02-13,12.0,2025-02-12 15:20:00,2.65,Final Expiry Exit,9.35
CE,23200.0,0.25601317059917955,2025-02-12 11:45:00,2025-02-13,48.55,2025-02-12 15:20:00,35.45,Final Expiry Exit,13.099999999999994
PE,23200.0,-0.9334770812812255,2025-02-13 10:15:00,2025-02-13,75.7,2025-02-13 13:50:00,143.55,Exit Max Delta Leg,-67.85000000000001
CE,23200.0,0.11876502826668545,2025-02-13 10:15:00,2025-02-13,57.25,2025-02-13 15:20:00,0.1,Final Expiry Exit,57.15
CE,23400.0,0.013920548761888465,2025-02-13 10:15:00,2025-02-13,7.95,2025-02-13 15:20:00,0.05,Final Expiry Exit,7.9
PE,22900.0,-0.13268557702857392,2025-02-13 13:50:00,2025-02-13,7.55,2025-02-13 15:20:00,0.05,Final Expiry Exit,7.5
PE,23100.0,-0.7762437538489804,2025-02-14 10:15:00,2025-02-20,179.75,2025-02-14 13:05:00,341.35,Exit Max Delta Leg,-161.60000000000002
CE,23100.0,0.27188628798194553,2025-02-14 10:15:00,2025-02-20,158.85,2025-02-14 15:20:00,106.0,Final Expiry Exit,52.849999999999994
CE,23750.0,0.031620614823510834,2025-02-14 10:15:00,2025-02-20,9.3,2025-02-14 15:20:00,6.25,Final Expiry Exit,3.0500000000000007
PE,22600.0,-0.30350690280545634,2025-02-14 13:05:00,2025-02-20,88.5,2025-02-14 15:20:00,49.85,Final Expiry Exit,38.65
CE,22750.0,0.5190861450207149,2025-02-17 10:15:00,2025-02-20,201.5,2025-02-17 15:20:00,302.25,Final Expiry Exit,-100.75
PE,22750.0,-0.47702936348055863,2025-02-17 10:15:00,2025-02-20,135.55,2025-02-17 15:20:00,68.3,Final Expiry Exit,67.25000000000001
CE,22900.0,0.5045817096854291,2025-02-18 10:15:00,2025-02-20,136.9,2025-02-18 15:20:00,139.2,Final Expiry Exit,-2.299999999999983
PE,22900.0,-0.4953025155360276,2025-02-18 10:15:00,2025-02-20,146.15,2025-02-18 15:20:00,102.2,Final Expiry Exit,43.95
CE,23050.0,0.41660637879609186,2025-02-19 10:15:00,2025-02-20,83.65,2025-02-19 15:20:00,37.65,Final Expiry Exit,46.00000000000001
PE,23050.0,-0.6076024665427747,2025-02-19 10:15:00,2025-02-20,120.3,2025-02-19 15:20:00,151.35,Final Expiry Exit,-31.049999999999997
CE,23200.0,0.19099608774668286,2025-02-19 10:15:00,2025-02-20,32.0,2025-02-19 15:20:00,11.95,Final Expiry Exit,20.05
CE,22900.0,0.4327434393152251,2025-02-20 10:15:00,2025-02-20,42.7,2025-02-20 15:20:00,16.85,Final Expiry Exit,25.85
PE,22900.0,-0.5832457598362527,2025-02-20 10:15:00,2025-02-20,55.85,2025-02-20 15:20:00,0.1,Final Expiry Exit,55.75
CE,23050.0,0.15050232052102763,2025-02-20 10:15:00,2025-02-20,11.1,2025-02-20 15:20:00,0.05,Final Expiry Exit,11.049999999999999
CE,22750.0,0.5312278673217982,2025-02-21 10:15:00,2025-02-27,204.35,2025-02-21 15:20:00,180.8,Final Expiry Exit,23.549999999999983
PE,22750.0,-0.4648542774440951,2025-02-21 10:15:00,2025-02-27,145.55,2025-02-21 15:20:00,112.35,Final Expiry Exit,33.20000000000002
PE,22100.0,-0.06637358987770309,2025-02-21 10:15:00,2025-02-27,15.1,2025-02-21 15:20:00,6.55,Final Expiry Exit,8.55
CE,22600.0,0.4839630848421133,2025-02-24 10:15:00,2025-02-27,132.5,2025-02-24 15:20:00,109.5,Final Expiry Exit,23.0
PE,22600.0,-0.5230763641577209,2025-02-24 10:15:00,2025-02-27,114.75,2025-02-24 15:20:00,96.0,Final Expiry Exit,18.75
CE,22600.0,0.5105137653188576,2025-02-25 10:15:00,2025-02-27,80.8,2025-02-25 15:20:00,49.15,Final Expiry Exit,31.65
