type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,23400.0,0.35589418228358066,2025-02-03 11:45:00,2025-02-06,72.05,2025-02-03 15:20:00,105.6,Final Expiry Exit,-33.55
PE,23150.0,-0.32935580447827795,2025-02-03 11:45:00,2025-02-06,68.6,2025-02-03 15:20:00,45.5,Final Expiry Exit,23.099999999999994
CE,23650.0,0.5101892651398543,2025-02-04 11:45:00,2025-02-06,76.65,2025-02-04 15:20:00,119.1,Final Expiry Exit,-42.44999999999999
PE,23400.0,-0.24643303543721157,2025-02-04 11:45:00,2025-02-06,76.1,2025-02-04 15:20:00,17.6,Final Expiry Exit,58.49999999999999
PE,23400.0,-0.26375622970264273,2025-02-04 13:30:00,2025-02-06,55.95,2025-02-04 15:20:00,17.6,Final Expiry Exit,38.35
CE,23800.0,0.3869873152381419,2025-02-05 11:45:00,2025-02-06,44.9,2025-02-05 15:20:00,38.2,Final Expiry Exit,6.699999999999996
PE,23650.0,-0.30397440135759135,2025-02-05 11:45:00,2025-02-06,39.0,2025-02-05 15:20:00,51.8,Final Expiry Exit,-12.799999999999997
CE,23650.0,0.17091833166771192,2025-02-06 11:45:00,2025-02-06,14.9,2025-02-06 15:20:00,0.15,Final Expiry Exit,14.75
PE,23600.0,-0.5532503396209851,2025-02-06 11:45:00,2025-02-06,31.7,2025-02-06 15:20:00,0.95,Final Expiry Exit,30.75
CE,23600.0,0.3823320079532732,2025-02-06 12:55:00,2025-02-06,11.65,2025-02-06 15:20:00,1.85,Final Expiry Exit,9.8
CE,23850.0,0.24231694018159727,2025-02-07 11:45:00,2025-02-13,97.95,2025-02-07 15:20:00,53.35,Final Expiry Exit,44.6
PE,23550.0,-0.4768613861912953,2025-02-07 11:45:00,2025-02-13,91.0,2025-02-07 15:20:00,134.8,Final Expiry Exit,-43.80000000000001
CE,23850.0,0.23454444600969804,2025-02-07 13:15:00,2025-02-13,56.1,2025-02-07 15:20:00,53.35,Final Expiry Exit,2.75
CE,23550.0,0.35408360889190227,2025-02-10 11:45:00,2025-02-13,86.9,2025-02-10 15:20:00,81.9,Final Expiry Exit,5.0
PE,23250.0,-0.32703421233520735,2025-02-10 11:45:00,2025-02-13,78.55,2025-02-10 15:20:00,71.05,Final Expiry Exit,7.5
CE,23400.0,0.13570921149506354,2025-02-11 11:45:00,2025-02-13,65.25,2025-02-11 14:05:00,23.9,Exit for Delta Adjustment,41.35
PE,23150.0,-0.6818185441549045,2025-02-11 11:45:00,2025-02-13,58.05,2025-02-11 15:20:00,138.5,Final Expiry Exit,-80.45
CE,23300.0,0.19882675933589777,2025-02-11 13:05:00,2025-02-13,66.85,2025-02-11 15:20:00,46.1,Final Expiry Exit,20.749999999999993
CE,23000.0,0.48299178481900673,2025-02-11 14:05:00,2025-02-13,134.05,2025-02-11 15:20:00,176.5,Final Expiry Exit,-42.44999999999999
CE,23150.0,0.35637580778191047,2025-02-12 11:45:00,2025-02-13,63.65,2025-02-12 15:20:00,48.95,Final Expiry Exit,14.699999999999996
PE,22950.0,-0.36078156685418206,2025-02-12 11:45:00,2025-02-13,71.3,2025-02-12 15:20:00,49.7,Final Expiry Exit,21.599999999999994
PE,23150.0,-0.8159947680586775,2025-02-13 11:45:00,2025-02-13,19.3,2025-02-13 13:50:00,100.9,Exit Max Delta Leg,-81.60000000000001
CE,23250.0,0.06502450979649674,2025-02-13 11:45:00,2025-02-13,40.2,2025-02-13 15:20:00,0.1,Final Expiry Exit,40.1
CE,23100.0,0.3579443207122378,2025-02-13 13:35:00,2025-02-13,44.7,2025-02-13 15:20:00,0.15,Final Expiry Exit,44.550000000000004
PE,23050.0,-0.4229688305087346,2025-02-13 13:50:00,2025-02-13,37.75,2025-02-13 15:20:00,18.15,Final Expiry Exit,19.6
CE,23100.0,0.3565007768817272,2025-02-14 11:45:00,2025-02-20,106.25,2025-02-14 15:20:00,106.0,Final Expiry Exit,0.25
PE,22750.0,-0.33756379832665284,2025-02-14 11:45:00,2025-02-20,100.6,2025-02-14 15:20:00,85.3,Final Expiry Exit,15.299999999999997
CE,23050.0,0.34607000553919076,2025-02-17 11:45:00,2025-02-20,99.0,2025-02-17 15:20:00,120.05,Final Expiry Exit,-21.049999999999997
PE,22750.0,-0.3702846434490142,2025-02-17 11:45:00,2025-02-20,99.45,2025-02-17 15:20:00,68.3,Final Expiry Exit,31.150000000000006
CE,23000.0,0.37728061184569733,2025-02-18 11:45:00,2025-02-20,80.4,2025-02-18 15:20:00,89.25,Final Expiry Exit,-8.849999999999994
