Date,Daily PnL,SL,Initial Target,Final Target,File Path,File Name
2023-08-11,4051.553738,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-08-18,1279.262637,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-08-25,1552.615112,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-09-15,2450.205239,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-09-22,2309.055961,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-09-29,-727.317453,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-10-06,2173.8707369999997,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-10-13,-3517.986419,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-10-27,1102.329035,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-11-03,1294.1727720000001,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-11-10,633.156787,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-11-17,1920.398442,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-11-24,2945.221721,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-12-01,2225.559205,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-12-08,3599.2796430000003,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-12-15,-4190.0004309999995,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-12-22,4486.929679999999,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2023-12-29,2304.085916,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2024-01-05,844.880704,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2024-01-12,-456.701032,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2024-01-19,2586.3844719999997,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2024-01-25,-3558.2267789999996,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2024-02-02,-3973.7084959999997,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2024-02-09,6719.473894000001,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2024-02-16,6187.679079,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
2024-02-23,1288.208718,-3431.0,8605.62,9835.0,"SENSEX_candle_5T_range_[66, 66]_delta_0,5_time_10,15.csv",initial_sl_-3431_initial_target_9835_final_target_9835.csv
