type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,77500.0,0.283899946458552,2025-02-03 09:30:00,2025-02-04,119.4,2025-02-03 15:20:00,135.4,Final Expiry Exit,-16.0
PE,76700.0,-0.30774360675427803,2025-02-03 09:30:00,2025-02-04,163.2,2025-02-03 15:20:00,120.4,Final Expiry Exit,42.79999999999998
CE,78100.0,0.8020845294428138,2025-02-04 09:30:00,2025-02-04,149.0,2025-02-04 14:50:00,395.75,Exit Max Delta Leg,-246.75
PE,77300.0,-0.017167298673225678,2025-02-04 09:30:00,2025-02-04,142.05,2025-02-04 15:20:00,0.2,Final Expiry Exit,141.85000000000002
PE,77900.0,-0.06278790062270774,2025-02-04 13:15:00,2025-02-04,208.15,2025-02-04 15:20:00,0.3,Final Expiry Exit,207.85
CE,78800.0,0.07995519929593342,2025-02-04 14:50:00,2025-02-04,12.05,2025-02-04 15:20:00,0.2,Final Expiry Exit,11.850000000000001
CE,79400.0,0.29573342573525885,2025-02-05 09:30:00,2025-02-11,261.0,2025-02-05 15:20:00,208.65,Final Expiry Exit,52.349999999999994
PE,77800.0,-0.3032813511410862,2025-02-05 09:30:00,2025-02-11,320.9,2025-02-05 15:20:00,318.95,Final Expiry Exit,1.9499999999999886
CE,79200.0,0.2900910868873652,2025-02-06 09:30:00,2025-02-11,268.15,2025-02-06 15:20:00,175.7,Final Expiry Exit,92.44999999999999
PE,77600.0,-0.3004186530748597,2025-02-06 09:30:00,2025-02-11,285.0,2025-02-06 15:20:00,301.55,Final Expiry Exit,-16.55000000000001
CE,78800.0,0.31096256590611626,2025-02-07 09:30:00,2025-02-11,278.55,2025-02-07 15:20:00,123.45,Final Expiry Exit,155.10000000000002
PE,77300.0,-0.2898341913649015,2025-02-07 09:30:00,2025-02-11,267.3,2025-02-07 15:20:00,146.4,Final Expiry Exit,120.9
CE,78100.0,0.17053444580069638,2025-02-10 09:30:00,2025-02-11,171.4,2025-02-10 15:20:00,105.25,Final Expiry Exit,66.15
PE,77200.0,-0.4995116535153257,2025-02-10 09:30:00,2025-02-11,153.05,2025-02-10 15:20:00,217.9,Final Expiry Exit,-64.85
CE,77600.0,0.32897720771462935,2025-02-10 12:10:00,2025-02-11,192.9,2025-02-10 15:20:00,240.05,Final Expiry Exit,-47.150000000000006
PE,76800.0,-0.8666764576838488,2025-02-11 09:30:00,2025-02-11,136.9,2025-02-11 13:15:00,643.45,Exit Max Delta Leg,-506.55000000000007
CE,77500.0,0.025994808005790248,2025-02-11 09:30:00,2025-02-11,147.4,2025-02-11 15:20:00,0.15,Final Expiry Exit,147.25
CE,76600.0,0.202273770875049,2025-02-11 13:00:00,2025-02-11,194.9,2025-02-11 15:20:00,0.25,Final Expiry Exit,194.65
PE,75800.0,-0.22826857888083923,2025-02-11 13:15:00,2025-02-11,53.95,2025-02-11 15:20:00,0.05,Final Expiry Exit,53.900000000000006
CE,76900.0,0.29150635460748187,2025-02-12 09:30:00,2025-02-18,275.5,2025-02-12 15:20:00,306.0,Final Expiry Exit,-30.5
PE,75300.0,-0.2963610171119514,2025-02-12 09:30:00,2025-02-18,268.85,2025-02-12 15:20:00,216.45,Final Expiry Exit,52.400000000000034
CE,77000.0,0.30374558907885996,2025-02-13 09:30:00,2025-02-18,274.0,2025-02-13 15:20:00,214.65,Final Expiry Exit,59.349999999999994
PE,75500.0,-0.30608124571350703,2025-02-13 09:30:00,2025-02-18,298.75,2025-02-13 15:20:00,216.65,Final Expiry Exit,82.1
CE,76900.0,0.14712443975998818,2025-02-14 09:30:00,2025-02-18,237.7,2025-02-14 15:20:00,124.4,Final Expiry Exit,113.29999999999998
PE,75600.0,-0.4985626450430469,2025-02-14 09:30:00,2025-02-18,228.0,2025-02-14 15:20:00,243.0,Final Expiry Exit,-15.0
CE,76100.0,0.35143820528305875,2025-02-14 12:10:00,2025-02-18,267.1,2025-02-14 15:20:00,384.15,Final Expiry Exit,-117.04999999999995
CE,76200.0,0.3123007755206334,2025-02-17 09:30:00,2025-02-18,222.95,2025-02-17 15:20:00,269.75,Final Expiry Exit,-46.80000000000001
PE,75100.0,-0.28726139336011347,2025-02-17 09:30:00,2025-02-18,177.4,2025-02-17 15:20:00,84.75,Final Expiry Exit,92.65
CE,76300.0,0.3046155472674942,2025-02-18 09:30:00,2025-02-18,167.35,2025-02-18 15:20:00,0.15,Final Expiry Exit,167.2
PE,75400.0,-0.2851143776843095,2025-02-18 09:30:00,2025-02-18,143.65,2025-02-18 15:20:00,0.1,Final Expiry Exit,143.55
CE,76600.0,0.2926691267799207,2025-02-19 09:30:00,2025-02-25,270.5,2025-02-19 15:20:00,316.0,Final Expiry Exit,-45.5
PE,75000.0,-0.3008365707501778,2025-02-19 09:30:00,2025-02-25,291.6,2025-02-19 15:20:00,197.75,Final Expiry Exit,93.85000000000002
CE,76400.0,0.30135817133975346,2025-02-20 09:30:00,2025-02-25,267.8,2025-02-20 15:20:00,238.05,Final Expiry Exit,29.75
PE,75000.0,-0.3064562809211334,2025-02-20 09:30:00,2025-02-25,258.4,2025-02-20 15:20:00,164.6,Final Expiry Exit,93.79999999999998
