type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,77100.0,0.4434229033975922,2025-02-03 13:00:00,2025-02-04,243.0,2025-02-03 15:20:00,359.4,Final Expiry Exit,-116.39999999999998
PE,77000.0,-0.5053860274362859,2025-02-03 13:00:00,2025-02-04,204.35,2025-02-03 15:20:00,175.8,Final Expiry Exit,28.549999999999983
CE,78200.0,0.061963124038693695,2025-02-03 13:00:00,2025-02-04,22.0,2025-02-03 15:20:00,32.55,Final Expiry Exit,-10.549999999999997
CE,78200.0,0.7982874703401115,2025-02-04 13:00:00,2025-02-04,262.3,2025-02-04 15:00:00,437.85,Exit Max Delta Leg,-175.55
PE,78000.0,-0.04008450295610185,2025-02-04 13:00:00,2025-02-04,248.4,2025-02-04 15:20:00,0.3,Final Expiry Exit,248.1
PE,77500.0,-0.014835165036692051,2025-02-04 13:35:00,2025-02-04,102.4,2025-02-04 15:20:00,0.2,Final Expiry Exit,102.2
CE,78900.0,0.0549196679927939,2025-02-04 15:00:00,2025-02-04,5.15,2025-02-04 15:20:00,0.2,Final Expiry Exit,4.95
CE,78600.0,0.45840413383445167,2025-02-05 13:00:00,2025-02-11,503.2,2025-02-05 15:20:00,471.9,Final Expiry Exit,31.30000000000001
PE,78300.0,-0.4578659116544485,2025-02-05 13:00:00,2025-02-11,485.1,2025-02-05 15:20:00,510.0,Final Expiry Exit,-24.899999999999977
CE,78200.0,0.4396502268043466,2025-02-06 13:00:00,2025-02-11,464.9,2025-02-06 15:20:00,533.3,Final Expiry Exit,-68.39999999999998
PE,77800.0,-0.4452061326355492,2025-02-06 13:00:00,2025-02-11,438.8,2025-02-06 15:20:00,366.35,Final Expiry Exit,72.44999999999999
CE,78000.0,0.3922835766749053,2025-02-07 13:00:00,2025-02-11,398.15,2025-02-07 15:20:00,366.0,Final Expiry Exit,32.14999999999998
PE,77800.0,-0.5563705077535154,2025-02-07 13:00:00,2025-02-11,325.45,2025-02-07 15:20:00,308.45,Final Expiry Exit,17.0
CE,78900.0,0.16408693107861005,2025-02-07 13:55:00,2025-02-11,95.55,2025-02-07 15:20:00,107.1,Final Expiry Exit,-11.549999999999997
CE,77300.0,0.5150080834305582,2025-02-10 13:00:00,2025-02-11,298.9,2025-02-10 15:20:00,384.8,Final Expiry Exit,-85.90000000000003
PE,77100.0,-0.36986280271355565,2025-02-10 13:00:00,2025-02-11,229.35,2025-02-10 15:20:00,182.45,Final Expiry Exit,46.900000000000006
PE,76500.0,-0.1451452807170025,2025-02-10 14:55:00,2025-02-11,53.05,2025-02-10 15:20:00,57.25,Final Expiry Exit,-4.200000000000003
