type,strike,delta,entry_date,expiry_date,entry_price,exit_date,exit_price,exit_reason,Total_Returns
CE,77000.0,0.49769083870243097,2025-02-03 13:00:00,2025-02-04,305.5,2025-02-03 15:20:00,436.0,Final Expiry Exit,-130.5
PE,77000.0,-0.5053860274362859,2025-02-03 13:00:00,2025-02-04,204.35,2025-02-03 15:20:00,175.8,Final Expiry Exit,28.549999999999983
CE,78100.0,0.4981920893039997,2025-02-04 13:00:00,2025-02-04,315.6,2025-02-04 15:20:00,480.95,Final Expiry Exit,-165.34999999999997
PE,78100.0,-0.5024457214683131,2025-02-04 13:00:00,2025-02-04,291.15,2025-02-04 15:20:00,0.4,Final Expiry Exit,290.75
CE,78400.0,0.5143024998480888,2025-02-05 13:00:00,2025-02-11,600.0,2025-02-05 15:20:00,565.6,Final Expiry Exit,34.39999999999998
PE,78400.0,-0.48530660745007786,2025-02-05 13:00:00,2025-02-11,531.0,2025-02-05 15:20:00,557.75,Final Expiry Exit,-26.75
CE,78000.0,0.4899771025162999,2025-02-06 13:00:00,2025-02-11,561.65,2025-02-06 15:20:00,642.85,Final Expiry Exit,-81.20000000000005
PE,78000.0,-0.5129668535127018,2025-02-06 13:00:00,2025-02-11,525.9,2025-02-06 15:20:00,440.0,Final Expiry Exit,85.89999999999998
CE,77900.0,0.49815298881993486,2025-02-07 13:00:00,2025-02-11,449.0,2025-02-07 15:20:00,418.45,Final Expiry Exit,30.55000000000001
PE,77900.0,-0.5036597482110253,2025-02-07 13:00:00,2025-02-11,370.05,2025-02-07 15:20:00,356.3,Final Expiry Exit,13.75
CE,77200.0,0.5032119731189886,2025-02-10 13:00:00,2025-02-11,351.25,2025-02-10 15:20:00,445.55,Final Expiry Exit,-94.30000000000001
PE,77200.0,-0.4970192988292379,2025-02-10 13:00:00,2025-02-11,272.9,2025-02-10 15:20:00,217.9,Final Expiry Exit,54.99999999999997
PE,76600.0,-0.5878940806620081,2025-02-11 13:00:00,2025-02-11,87.05,2025-02-11 13:10:00,214.45,Exit for Delta Adjustment,-127.39999999999999
CE,76600.0,0.417961681437801,2025-02-11 13:00:00,2025-02-11,194.9,2025-02-11 15:20:00,0.25,Final Expiry Exit,194.65
