Date,DaysToExpiry,ExpiryDate,PnL
2021-06-08,2,2021-06-10 00:00:00,1360.51875
2021-06-15,2,2021-06-17 00:00:00,-1591.8562500000003
2021-06-22,2,2021-06-24 00:00:00,575.7374999999997
2021-06-29,2,2021-07-01 00:00:00,1489.6125
2021-07-06,2,2021-07-08 00:00:00,951.9749999999997
2021-07-13,2,2021-07-15 00:00:00,424.74375
2021-07-20,2,2021-07-22 00:00:00,555.4312499999999
2021-07-27,2,2021-07-29 00:00:00,1007.5187499999998
2021-08-03,2,2021-08-05 00:00:00,-7357.425
2021-08-10,2,2021-08-12 00:00:00,557.8812499999998
2021-08-17,1,2021-08-18 00:00:00,1466.83125
2021-08-24,2,2021-08-26 00:00:00,1115.2875
2021-08-31,2,2021-09-02 00:00:00,-3339.4999999999995
2021-09-07,2,2021-09-09 00:00:00,1381.51875
2021-09-14,2,2021-09-16 00:00:00,1146.5812500000004
2021-09-21,2,2021-09-23 00:00:00,-3366.7250000000004
2021-09-28,2,2021-09-30 00:00:00,848.8062500000001
2021-10-05,2,2021-10-07 00:00:00,1591.6375
2021-10-12,2,2021-10-14 00:00:00,-4926.05625
2021-10-19,2,2021-10-21 00:00:00,-5163.618749999999
2021-10-26,2,2021-10-28 00:00:00,2150.3812500000004
2021-11-02,1,2021-11-03 00:00:00,1491.6375000000003
2021-11-09,2,2021-11-11 00:00:00,2256.28125
2021-11-16,2,2021-11-18 00:00:00,-723.9437500000004
2021-11-23,2,2021-11-25 00:00:00,1623.5499999999995
2021-11-30,2,2021-12-02 00:00:00,861.7749999999996
2021-12-07,2,2021-12-09 00:00:00,-7836.606250000001
2021-12-14,2,2021-12-16 00:00:00,3156.0187500000006
2021-12-21,2,2021-12-23 00:00:00,3509.26875
2021-12-28,2,2021-12-30 00:00:00,2283.43125
2022-01-04,2,2022-01-06 00:00:00,1488.1000000000004
2022-01-11,2,2022-01-13 00:00:00,2086.78125
2022-01-18,2,2022-01-20 00:00:00,-18331.5125
2022-01-25,2,2022-01-27 00:00:00,2965.487500000001
2022-02-01,2,2022-02-03 00:00:00,7318.218750000002
2022-02-08,2,2022-02-10 00:00:00,-2180.437499999999
2022-02-15,2,2022-02-17 00:00:00,1013.0874999999996
2022-02-22,2,2022-02-24 00:00:00,2803.4312499999996
2022-03-08,2,2022-03-10 00:00:00,-14133.318749999999
2022-03-15,2,2022-03-17 00:00:00,3282.00625
2022-03-22,2,2022-03-24 00:00:00,2740.7187499999995
2022-03-29,2,2022-03-31 00:00:00,1740.6750000000002
2022-04-05,2,2022-04-07 00:00:00,-3867.94375
2022-04-12,1,2022-04-13 00:00:00,1052.30625
2022-04-19,2,2022-04-21 00:00:00,1272.3437499999998
2022-04-26,2,2022-04-28 00:00:00,1400.79375
2022-05-10,2,2022-05-12 00:00:00,-6924.375000000001
2022-05-17,2,2022-05-19 00:00:00,2077.268750000001
2022-05-24,2,2022-05-26 00:00:00,3532.29375
2022-05-31,2,2022-06-02 00:00:00,1861.9625000000005
2022-06-07,2,2022-06-09 00:00:00,2548.6687499999994
2022-06-14,2,2022-06-16 00:00:00,2342.51875
2022-06-28,2,2022-06-30 00:00:00,2763.5250000000005
2022-07-05,2,2022-07-07 00:00:00,1382.20625
2022-07-12,2,2022-07-14 00:00:00,2470.5937499999995
2022-07-19,2,2022-07-21 00:00:00,-2315.4500000000003
2022-07-26,2,2022-07-28 00:00:00,2276.4
2022-08-02,2,2022-08-04 00:00:00,1826.56875
2022-08-16,2,2022-08-18 00:00:00,1063.7812500000002
2022-08-23,2,2022-08-25 00:00:00,1630.9499999999996
2022-08-30,2,2022-09-01 00:00:00,870.8375000000001
2022-09-06,2,2022-09-08 00:00:00,1471.2249999999995
2022-09-13,2,2022-09-15 00:00:00,-195.7562499999999
2022-09-20,2,2022-09-22 00:00:00,1670.7937500000005
2022-09-27,2,2022-09-29 00:00:00,1574.7249999999997
2022-10-04,2,2022-10-06 00:00:00,1741.0687499999995
2022-10-11,2,2022-10-13 00:00:00,1508.9374999999998
2022-10-18,2,2022-10-20 00:00:00,1525.3125000000005
2022-10-25,2,2022-10-27 00:00:00,1184.1750000000002
2022-11-01,2,2022-11-03 00:00:00,1220.6437499999993
2022-11-15,2,2022-11-17 00:00:00,1010.5499999999997
2022-11-22,2,2022-11-24 00:00:00,933.4687500000002
2022-11-29,2,2022-12-01 00:00:00,-1333.8999999999992
