Date,Daily PnL,SL,Initial Target,Final Target,File Path,File Name
2023-08-11,2504.875734,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-08-18,355.828276,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-08-25,2381.618618,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-09-15,1488.998536,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-09-22,-668.968931,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-09-29,2107.272134,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-10-06,1625.177769,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-10-13,83.46981000000001,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-10-27,2829.9166769999997,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-11-03,605.324535,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-11-10,600.3544899999999,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-11-17,711.683498,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-11-24,289.229673,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-12-01,1600.327544,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-12-08,2297.127853,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-12-15,-3766.4706419999998,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-12-22,-4201.06653,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2023-12-29,3314.9930689999997,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-01-05,1166.93962,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-01-12,2623.162805,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-01-19,1806.087407,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-01-25,6148.912728,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-02-02,-3661.845706,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-02-09,4862.6650819999995,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-02-16,2673.8572639999998,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-02-23,1252.424394,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-03-01,5528.6511120000005,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-03-07,2376.6485730000004,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-03-15,1959.164793,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-03-22,1066.544711,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-03-28,-3584.3830129999997,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-04-05,2490.959608,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-04-12,-9909.161596,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-04-19,4634.043012,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-04-26,154.044449,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-05-03,484.05543700000004,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-05-10,3024.742441,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-05-17,3881.578199,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-05-24,3966.068964,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-06-07,3774.225227,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-06-14,2390.564699,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-06-21,-3656.815661,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-06-28,-3733.272345,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-07-05,-4455.586807000001,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
2024-07-12,4354.726483,-3461.75,7072.5,9430.0,"SENSEX_candle_5T_range_[50, 50]_delta_0,35_time_11,45.csv",initial_sl_-3461_initial_target_7072_final_target_9430.csv
